TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,'CLASSIFICADOR IDEB'
A,B,C,D,C,A,A,B,B,A,A,A,A,B,C,D,A,A,G,A,B,B,G,A,B,A,A,B,A,A,A,?,A,?,?,?,?,?,?,B,?,B,B,?,C,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,F,L,C,B,A,A,B,B,B,A,A,A,B,B,D,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,B,A,E,B,A,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,A,C,C,C,B,B,B,B,A,B,B,B,B,C,C,A,A,G,A,A,A,G,A,A,B,A,A,A,A,B,C,B,C,B,A,C,B,B,A,E,B,A,A,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
A,B,D,D,D,B,D,B,B,A,B,E,D,D,D,D,A,B,F,A,A,B,G,A,A,B,A,A,A,A,A,?,?,?,?,?,?,?,?,A,E,B,B,C,B,A,C,C,B,B,C,'ACIMA DA MÉDIA '
B,B,C,D,C,B,C,B,A,A,B,A,B,B,C,F,A,A,B,B,B,A,C,A,A,B,A,A,A,A,A,?,B,?,?,?,?,?,B,A,B,B,B,C,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,B,C,?,C,A,B,B,B,B,A,A,B,B,C,A,B,G,A,A,C,A,?,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,A,B,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,C,I,E,C,B,B,B,A,A,B,A,A,B,C,D,A,C,B,A,A,B,E,?,?,A,A,A,A,A,A,C,B,B,A,A,B,C,C,B,E,B,A,A,B,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,A,D,D,B,B,B,B,A,B,A,A,C,C,B,A,B,D,A,A,B,B,A,A,A,A,A,A,A,A,?,A,?,?,?,?,B,?,B,B,B,A,A,B,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,F,I,E,C,B,B,B,A,A,A,B,C,C,D,F,A,A,B,A,A,A,B,A,A,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ACIMA DA MÉDIA '
B,B,K,D,D,C,C,B,B,A,A,A,B,B,D,F,A,A,E,A,A,B,F,A,A,B,A,A,A,A,A,?,?,?,B,?,?,A,?,A,A,B,A,C,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,D,J,D,?,E,B,B,B,A,A,B,B,B,C,C,A,A,G,A,A,A,B,A,B,C,A,A,A,A,A,B,A,C,A,B,B,C,C,A,D,B,B,C,C,A,B,A,B,A,D,'ACIMA DA MÉDIA '
B,B,D,D,D,B,B,B,B,A,A,A,A,C,C,E,A,A,D,A,A,B,B,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,A,A,B,B,B,A,A,A,?,A,A,A,B,'ACIMA DA MÉDIA '
A,A,H,D,B,A,B,B,B,A,B,A,B,B,C,D,A,A,B,A,A,A,D,A,A,A,A,A,A,A,A,C,?,B,?,A,B,B,B,A,E,B,A,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,?,F,D,C,B,B,B,B,B,B,A,B,B,C,E,A,A,C,A,A,A,B,A,A,B,A,A,A,A,A,?,A,?,?,?,?,A,?,A,A,B,B,A,A,B,A,B,B,B,B,'ACIMA DA MÉDIA '
B,B,H,D,B,B,B,B,B,A,B,B,A,B,B,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,?,C,A,A,B,A,B,B,A,B,A,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,F,L,C,E,D,B,B,B,B,C,B,C,C,D,E,A,A,F,A,A,A,E,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,D,C,B,C,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,A,D,E,A,E,C,C,A,B,C,B,A,B,C,B,A,A,C,A,A,A,F,A,A,A,B,B,A,A,A,?,B,?,?,?,A,?,?,A,A,A,C,A,A,A,A,B,A,A,D,'ACIMA DA MÉDIA '
B,B,B,C,A,A,B,B,B,B,B,A,A,C,D,E,A,A,G,A,A,A,G,A,A,C,A,A,A,A,A,?,?,?,?,?,?,?,?,A,A,B,D,B,A,A,A,A,A,A,D,'ACIMA DA MÉDIA '
A,B,C,F,B,B,A,B,B,A,B,A,C,B,C,D,A,A,C,A,A,B,E,A,A,A,A,A,A,A,A,?,?,?,?,B,C,?,?,B,E,?,C,C,A,?,A,A,A,A,D,'ACIMA DA MÉDIA '
B,B,D,D,D,B,B,B,A,A,A,A,A,B,C,E,A,A,D,B,B,B,F,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,E,B,A,C,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,G,D,C,B,B,B,B,A,A,A,A,B,B,C,A,A,E,A,A,B,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,C,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,D,C,D,B,B,B,A,A,A,A,B,B,C,C,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,C,B,?,B,B,B,B,B,A,E,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,J,D,C,B,B,C,B,B,B,C,C,B,D,E,A,A,B,A,B,A,F,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,A,B,B,C,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,I,D,D,C,B,B,B,B,B,A,B,B,C,C,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,C,B,C,C,C,C,B,C,B,C,B,A,A,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
B,B,A,C,B,B,A,A,A,A,A,A,A,B,C,D,A,B,F,A,A,B,F,A,A,A,A,A,A,A,A,?,?,?,B,?,?,?,B,C,A,B,A,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,I,D,C,A,B,B,A,A,B,B,A,B,C,B,A,A,A,B,A,A,G,A,A,A,A,A,A,A,A,?,?,?,?,?,?,?,?,D,A,B,B,A,A,A,C,A,A,A,C,'ACIMA DA MÉDIA '
B,B,I,D,E,B,D,C,A,A,B,B,A,B,C,D,A,A,C,A,A,B,F,A,A,A,A,A,A,A,B,C,B,C,B,C,B,B,C,B,A,B,A,A,A,A,A,A,A,A,D,'ACIMA DA MÉDIA '
A,B,B,C,C,C,?,C,B,A,B,A,B,B,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,A,B,B,B,C,E,B,A,C,A,A,B,A,A,A,D,'ACIMA DA MÉDIA '
B,?,H,F,B,B,B,B,B,B,B,B,B,B,B,A,A,A,B,A,A,A,B,A,A,C,A,A,A,A,A,C,?,?,?,?,B,?,?,A,A,A,D,?,B,C,A,A,A,A,A,'ACIMA DA MÉDIA '
A,F,I,E,?,B,B,B,A,A,A,A,A,B,B,D,A,A,G,A,B,A,G,A,B,A,A,A,A,A,A,?,?,?,?,A,?,?,?,B,B,A,C,A,B,A,B,A,B,A,A,'ACIMA DA MÉDIA '
B,B,C,E,B,B,B,B,B,A,A,A,A,B,B,D,C,A,C,A,A,B,F,A,A,A,A,A,A,A,A,C,B,B,B,B,C,B,B,A,D,B,B,C,B,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,B,C,C,B,B,B,B,A,B,A,B,B,C,D,A,A,G,A,A,A,D,A,A,C,A,A,B,A,B,C,A,B,B,C,B,C,C,A,D,B,A,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,C,G,D,E,B,D,C,C,A,B,B,B,C,D,F,A,A,G,A,B,A,C,A,A,A,A,A,A,A,A,C,A,B,A,A,C,B,C,A,A,B,A,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,F,A,D,D,C,C,B,A,A,B,B,A,B,C,C,A,B,G,A,A,B,C,A,A,A,A,A,?,A,A,C,?,?,?,?,A,?,?,C,E,B,B,C,B,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,C,A,C,A,A,A,C,C,B,B,A,A,B,C,D,A,A,F,A,A,B,B,A,A,A,A,A,A,A,A,?,?,?,?,A,A,?,?,E,E,B,D,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,A,B,C,?,B,C,B,B,A,A,A,A,B,C,D,A,A,D,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,A,?,?,B,?,A,C,B,A,C,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
A,A,J,D,C,B,B,B,B,A,A,A,A,B,B,B,A,A,D,A,A,B,F,A,B,A,A,A,A,A,A,?,?,?,A,?,?,B,?,A,A,B,B,A,A,A,A,A,A,A,D,'ACIMA DA MÉDIA '
A,B,J,D,C,D,C,B,B,A,B,A,B,B,C,F,A,A,B,A,A,A,D,A,A,B,A,A,A,A,A,C,A,B,A,B,B,B,C,D,E,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,H,D,B,A,B,B,B,A,B,B,B,B,C,E,A,A,G,A,A,B,G,A,A,C,A,A,A,B,A,A,B,A,B,A,A,C,B,A,?,B,C,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,J,D,D,B,E,B,C,A,C,A,B,B,C,C,A,A,G,A,A,B,G,B,B,A,A,A,A,A,A,B,B,A,A,B,A,B,B,C,B,B,A,A,A,A,A,B,A,A,A,'ACIMA DA MÉDIA '
A,E,A,C,C,A,B,B,B,A,A,A,A,B,C,B,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,C,B,C,C,B,B,C,C,B,A,B,C,A,A,A,A,B,A,A,B,'ACIMA DA MÉDIA '
A,C,I,D,C,A,B,B,?,B,B,A,B,E,E,D,B,A,G,A,?,A,G,A,A,B,A,B,A,A,A,?,A,?,?,?,C,?,?,B,E,B,C,A,B,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,D,D,E,B,B,B,A,A,B,B,A,B,C,B,A,A,B,A,A,A,F,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,D,B,A,B,B,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,B,D,D,B,D,B,B,A,B,B,D,B,D,F,A,C,G,A,A,C,G,A,A,A,A,A,A,A,A,C,B,A,B,A,B,A,B,D,A,B,B,C,B,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,D,C,B,A,B,B,B,A,B,B,C,B,C,D,A,A,E,A,A,A,E,A,B,A,A,A,A,A,A,C,B,C,B,C,B,C,B,A,E,B,B,B,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,C,C,C,B,B,D,D,A,B,A,A,B,D,F,A,A,G,A,A,C,G,A,A,A,A,A,A,A,A,B,A,B,A,A,B,B,B,A,B,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,C,J,D,C,B,B,C,A,A,B,C,A,C,?,D,A,A,D,A,A,A,D,A,A,A,A,A,A,A,B,C,A,B,A,A,B,A,A,A,B,A,B,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,E,I,D,C,A,B,B,A,A,A,A,A,B,C,F,A,A,G,B,B,B,G,B,B,A,A,A,A,A,A,B,B,B,A,A,B,B,C,A,B,A,C,C,B,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,E,J,D,B,B,B,B,B,A,B,B,B,C,C,D,A,A,G,A,A,C,G,A,A,A,A,A,A,A,B,?,?,?,?,B,?,B,?,D,A,B,?,C,A,A,B,A,B,A,B,'ACIMA DA MÉDIA '
A,B,A,D,B,B,B,B,B,?,B,B,A,A,C,C,B,A,B,A,A,A,B,?,B,A,A,A,A,A,A,?,B,?,?,?,?,?,?,C,C,B,A,A,C,A,A,B,C,A,D,'ACIMA DA MÉDIA '
A,B,I,D,D,B,C,B,A,A,B,B,C,C,D,C,B,A,E,A,A,B,E,A,A,A,A,A,A,A,A,B,A,?,A,A,B,B,B,A,A,B,C,C,A,A,A,A,B,A,A,'ACIMA DA MÉDIA '
B,B,E,D,D,A,B,B,A,A,B,A,B,B,C,C,A,A,G,A,A,?,G,A,B,A,A,A,A,A,B,B,B,C,C,B,B,B,C,A,A,B,C,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,E,G,D,A,B,E,B,A,B,B,B,B,B,D,F,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,?,?,?,?,A,?,A,?,B,A,B,A,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
A,B,C,C,E,D,D,B,B,B,B,B,C,B,D,F,A,A,G,A,A,B,G,A,B,A,A,B,A,A,B,C,B,C,B,C,C,A,B,D,E,B,A,C,A,A,B,B,A,A,B,'ACIMA DA MÉDIA '
B,E,C,E,B,A,A,B,B,A,A,B,A,C,D,E,A,A,B,A,A,A,A,B,B,B,A,A,A,A,A,C,A,A,B,A,A,A,A,B,B,A,B,B,B,A,A,A,A,A,C,'ACIMA DA MÉDIA '
B,C,C,C,C,A,B,B,B,A,B,A,C,C,D,D,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,C,B,A,A,C,A,C,A,A,A,B,D,C,A,A,B,A,A,B,A,'ACIMA DA MÉDIA '
A,B,?,D,E,D,?,B,?,B,B,A,B,C,D,D,A,A,F,A,A,A,F,A,A,A,A,A,A,?,A,?,A,?,?,?,B,?,?,?,E,B,D,C,B,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,E,C,B,A,B,B,A,A,A,C,B,B,B,C,A,A,F,A,A,B,F,A,A,A,A,A,A,A,A,C,B,B,A,A,A,B,C,B,A,B,C,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,A,C,B,A,B,B,B,A,B,A,A,B,C,D,A,C,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,C,A,B,C,B,A,B,B,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,A,K,C,?,E,C,B,B,A,B,C,B,B,C,D,B,A,E,A,A,B,E,A,A,B,A,A,A,A,A,C,A,C,B,B,B,B,B,C,D,A,A,B,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,L,C,C,C,B,B,B,B,B,B,C,B,D,D,A,A,C,A,A,A,E,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,B,A,A,B,A,C,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,F,D,B,C,C,B,B,A,A,B,?,B,C,C,A,C,G,A,A,B,G,A,A,A,A,A,A,A,B,B,A,B,A,A,C,B,B,C,B,B,A,B,A,A,A,B,A,B,B,'ACIMA DA MÉDIA '
A,B,H,F,D,C,C,C,B,A,B,C,A,C,C,E,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,C,B,C,B,B,A,A,A,D,B,B,A,A,A,B,A,A,A,A,C,'ACIMA DA MÉDIA '
B,A,H,E,B,B,B,B,B,A,B,A,B,C,C,E,A,A,F,A,A,B,G,A,A,B,A,A,A,A,A,B,A,B,A,A,B,B,A,D,A,B,C,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,B,D,B,A,B,B,B,A,B,A,A,C,D,F,A,A,B,A,A,C,E,A,A,A,A,A,A,A,A,C,B,B,A,A,B,C,C,C,B,B,A,C,B,B,A,A,A,A,B,'ACIMA DA MÉDIA '
A,A,?,A,C,B,B,B,B,B,A,B,B,B,C,B,A,A,E,A,A,B,G,?,?,B,A,A,A,?,A,B,?,?,C,A,A,B,C,A,A,A,A,B,A,A,B,B,B,B,B,'ACIMA DA MÉDIA '
B,A,G,D,D,C,B,B,B,A,B,B,B,C,D,D,B,A,F,A,A,A,E,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,B,B,A,C,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
B,B,A,C,B,B,B,B,B,B,B,A,B,B,B,B,A,A,G,A,A,B,G,A,B,B,?,A,?,?,A,B,?,?,?,?,B,?,?,?,A,B,A,B,B,A,B,A,A,A,B,'ACIMA DA MÉDIA '
A,B,F,F,C,B,C,B,B,A,B,A,A,B,B,C,A,A,G,A,A,A,G,?,A,A,A,A,A,A,A,B,B,B,B,A,B,B,A,B,E,B,C,A,B,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,F,C,D,C,C,B,A,A,A,A,A,B,E,D,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,D,C,B,B,C,A,A,B,A,A,A,B,'ACIMA DA MÉDIA '
A,B,I,D,C,B,C,B,A,B,B,A,B,B,C,D,A,A,?,A,A,A,G,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,C,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,L,C,C,B,B,C,B,A,B,A,A,B,D,F,A,A,G,A,A,A,G,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ACIMA DA MÉDIA '
B,B,B,C,D,C,C,B,B,A,B,B,A,B,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,B,E,B,A,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,C,C,C,B,?,B,B,A,B,A,A,B,B,C,A,A,D,A,A,A,B,A,A,A,A,A,A,A,A,C,A,B,A,?,B,B,B,A,B,B,C,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
A,C,B,C,B,B,B,B,B,B,A,A,A,B,C,B,A,A,D,A,A,B,D,A,A,A,A,A,A,A,A,?,?,?,?,?,?,?,?,E,E,B,C,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,D,C,D,B,A,C,A,A,A,A,C,B,C,D,A,A,G,A,A,C,G,A,B,A,A,A,B,A,A,C,B,B,B,B,C,B,C,A,B,B,B,A,A,A,A,B,A,B,B,'ACIMA DA MÉDIA '
B,F,F,E,D,B,B,B,B,A,B,B,D,E,E,F,A,A,G,A,A,A,F,A,A,A,A,A,A,A,A,C,A,B,A,B,B,B,B,A,E,B,C,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,A,C,B,B,B,B,B,B,?,B,C,B,C,E,A,A,E,A,A,A,F,A,A,A,A,A,A,A,A,C,A,A,A,B,B,B,A,B,A,B,B,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,B,C,D,B,B,B,A,A,B,C,A,B,D,C,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,?,?,?,B,?,?,B,?,A,A,B,B,C,A,A,B,A,B,A,B,'ACIMA DA MÉDIA '
B,F,E,D,B,B,B,B,A,A,A,A,A,B,B,F,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,C,B,C,C,C,B,B,C,E,E,B,C,C,A,A,B,A,B,A,B,'ACIMA DA MÉDIA '
A,C,F,D,C,B,B,B,A,A,A,A,B,B,D,E,A,A,E,A,A,B,G,A,A,B,A,A,A,A,A,B,A,B,B,A,A,B,C,C,A,B,C,A,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,B,E,D,C,A,B,B,?,A,A,A,A,B,C,C,A,A,F,A,A,B,G,A,A,B,A,A,A,A,B,C,B,A,B,C,C,B,C,B,C,A,C,A,?,A,A,A,B,A,B,'ACIMA DA MÉDIA '
A,B,A,C,E,C,B,B,B,A,C,A,B,C,D,D,A,?,G,A,A,A,G,A,A,A,A,A,A,A,A,C,C,C,B,A,C,A,B,D,E,B,A,B,A,A,B,B,B,A,C,'ACIMA DA MÉDIA '
B,E,L,C,D,B,B,B,B,A,B,A,B,B,C,B,B,A,G,A,A,B,G,A,B,?,B,A,A,A,A,?,?,?,?,?,?,?,?,B,A,B,A,B,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,A,L,H,B,A,B,B,?,A,B,A,B,B,C,D,A,A,B,A,A,A,E,A,A,A,A,A,A,A,A,A,B,C,A,A,C,A,B,C,E,B,C,C,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,A,D,C,D,A,D,C,A,A,B,A,B,C,D,E,A,A,F,A,A,A,F,A,A,A,A,A,A,A,A,C,A,A,A,A,B,B,B,A,A,B,A,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,F,K,E,B,A,B,C,B,A,B,A,A,B,D,E,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,?,?,?,B,?,?,B,?,C,A,B,C,C,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
A,B,E,D,C,A,A,B,A,A,B,B,A,C,C,C,A,A,B,A,A,A,B,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,C,D,B,?,?,?,?,?,?,?,?,?,'ACIMA DA MÉDIA '
B,B,K,E,B,B,B,B,B,A,B,B,A,B,D,F,A,A,E,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,C,A,E,B,B,A,B,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,I,F,C,B,B,B,A,A,B,B,B,?,B,B,B,A,B,A,A,A,G,A,A,B,A,A,A,A,A,?,A,?,?,?,A,?,?,B,B,B,C,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,F,C,D,A,C,B,B,A,B,A,B,B,C,B,B,A,E,A,A,B,C,A,B,B,A,A,A,A,A,C,B,A,B,B,B,B,B,A,A,B,C,C,B,A,B,B,B,B,A,'ACIMA DA MÉDIA '
A,A,J,E,C,B,A,B,B,A,B,B,D,B,B,F,A,A,G,A,A,A,F,A,A,A,A,A,A,A,A,?,?,?,A,?,A,?,?,D,?,B,C,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
A,C,H,E,B,B,A,A,B,B,A,A,A,B,B,C,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,C,A,C,A,C,A,A,A,A,E,B,A,A,B,A,A,A,A,A,C,'ACIMA DA MÉDIA '
A,F,G,E,E,B,E,E,C,A,C,B,C,C,B,E,A,A,B,B,A,A,C,A,A,A,A,A,A,A,A,A,B,A,B,A,B,B,C,A,D,A,A,C,B,A,B,A,A,A,A,'ACIMA DA MÉDIA '
A,B,D,C,B,B,B,B,B,A,A,A,A,B,B,B,A,B,G,A,A,B,G,A,A,A,A,A,A,A,A,C,B,?,A,A,B,B,B,A,E,B,B,C,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,B,C,C,C,C,B,C,A,B,B,A,B,C,C,A,B,G,A,B,B,G,A,B,A,A,A,A,A,A,B,A,B,A,A,?,A,?,A,A,B,A,A,A,A,B,A,B,A,B,'ACIMA DA MÉDIA '
A,E,A,B,C,?,B,C,B,B,B,A,B,?,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,B,B,B,B,C,C,C,C,A,B,B,C,A,A,A,A,A,A,C,'ACIMA DA MÉDIA '
A,B,D,D,B,A,A,B,?,A,B,A,B,B,C,B,A,A,B,A,A,B,A,B,A,B,A,A,A,A,A,?,B,?,B,?,?,B,?,B,A,B,A,A,A,B,A,A,B,A,B,'ACIMA DA MÉDIA '
B,B,I,C,A,A,B,B,B,A,B,A,A,B,C,E,A,A,C,A,A,A,E,A,A,A,A,A,A,A,A,C,A,C,A,C,B,C,C,A,A,B,D,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,B,K,D,A,B,B,B,B,A,B,B,C,B,C,F,A,A,F,A,A,B,F,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,B,B,C,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,F,B,C,C,A,A,B,B,A,B,A,B,E,E,E,A,A,G,A,A,B,F,A,A,B,A,A,A,A,A,C,B,C,B,A,C,B,C,B,E,B,D,B,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
B,A,B,C,B,B,A,B,A,A,B,?,C,B,D,C,A,A,C,A,A,A,E,A,A,A,A,A,A,A,A,C,A,A,A,C,A,B,C,A,A,B,C,A,A,?,A,?,A,A,A,'ACIMA DA MÉDIA '
B,A,E,C,E,C,A,C,B,B,B,C,C,E,D,E,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,B,B,B,B,B,C,C,A,E,B,D,A,A,A,A,B,A,A,C,'ACIMA DA MÉDIA '
A,B,F,C,D,B,C,C,B,A,B,A,B,B,D,C,A,A,B,A,B,A,D,A,B,B,A,A,A,A,A,B,B,B,A,A,A,B,B,A,A,B,A,C,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
A,A,H,F,B,B,B,B,B,A,A,A,A,B,B,C,D,A,C,B,A,A,C,A,A,A,A,A,A,A,A,C,B,B,A,A,A,A,C,A,C,B,A,A,A,A,A,A,A,A,A,'ACIMA DA MÉDIA '
A,A,H,D,C,A,C,B,A,A,B,C,B,C,C,C,A,B,F,A,A,A,E,A,A,A,A,A,A,A,A,?,?,?,?,?,?,?,?,A,E,B,C,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
A,A,A,C,E,C,C,B,B,A,B,B,C,C,D,D,A,C,F,A,A,A,G,A,A,A,A,A,A,A,?,C,B,B,C,A,C,A,B,D,E,B,A,B,A,A,A,B,A,B,C,'ACIMA DA MÉDIA '
A,F,C,D,C,C,B,B,A,D,A,A,A,B,C,D,A,A,B,A,A,A,B,A,A,A,A,A,B,A,A,B,A,C,A,A,C,C,A,B,D,B,B,B,B,A,A,A,A,A,A,'ACIMA DA MÉDIA '
B,B,A,D,C,B,B,C,A,B,B,A,A,B,C,F,A,A,C,A,A,B,B,A,B,A,A,A,A,A,A,B,A,B,A,A,A,B,A,B,E,B,C,A,A,A,A,A,B,A,B,'ACIMA DA MÉDIA '
A,C,H,D,B,B,B,C,B,A,B,A,A,C,D,E,A,A,C,A,A,A,D,A,B,B,A,A,A,A,A,?,B,?,?,?,B,?,?,A,A,B,C,C,B,A,B,B,B,B,B,'ACIMA DA MÉDIA '
A,?,B,C,B,B,B,C,B,B,B,A,C,C,C,D,A,A,F,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ACIMA DA MÉDIA '
A,A,D,E,B,B,E,B,B,A,B,B,A,B,C,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,?,B,?,?,?,?,B,?,C,B,B,B,B,C,A,A,B,A,B,B,'ACIMA DA MÉDIA '
B,B,F,D,C,B,B,B,B,B,B,A,B,B,D,D,A,A,D,A,A,A,G,A,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,A,B,B,B,C,A,A,A,A,A,A,B,'ACIMA DA MÉDIA '
