ID_PROVA_BRASIL,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROFICIENCIA,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_LP,PESO_ALUNO_MT,PROFICIENCIA_LP,DESVIO_PADRAO_LP,PROFICIENCIA_LP_SAEB,DESVIO_PADRAO_LP_SAEB,PROFICIENCIA_MT,DESVIO_PADRAO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873507,0,0,18,4,7,...........,...........,...........,...........,0,1,270430231,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873508,1,1,19,5,1,BCCCDDCDDBA,DBAACDDBDCB,CAACBDDCBBA,BBDACCCCDBD,1,1,270430231,1.02986818,1.02986818,1.353745,0.630321,324.567354,34.726504,0.176253,0.331521,259.815571,18.52948,1,A,F,E,D,B,C,B,B,B,A,B,B,B,B,D,F,A,C,G,B,B,,F,A,B,B,A,A,B,A,A,C,C,C,C,A,C,C,C,D,E,B,B,C,B,A,A,A,A,A,B
2015,2,27,2704302,1,27226611,3,1,605191,1,5,17873509,1,0,20,6,2,...........,...........,...........,...........,0,1,270430231,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873510,1,1,5,5,6,CCAADDACABC,DDCDCDAAAAB,CAACBDDCACA,DACBCACCBDB,1,1,270430231,1.226033547,1.226033547,-1.703008,0.410936,156.160552,22.639846,0.39421,0.307641,271.997696,17.194772,1,A,B,G,H,C,B,B,B,B,A,B,A,B,B,C,D,A,B,B,A,A,B,D,A,A,B,A,A,A,A,A,B,B,C,B,,A,B,A,B,A,B,A,B,C,C,A,A,A,A,A
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873511,1,1,3,3,4,.CCDAB.....,AB.DDA.....,C.....A.D..,.ADA.......,1,1,270430231,1.226033547,1.226033547,-0.666754,0.458818,213.25127,25.277827,-2.091797,0.582574,133.048977,32.561417,1,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873512,1,1,11,4,6,BCDCDBACCDA,DCDCCBD.BAD,*ADABBABADC,DDABDACABDB,1,1,270430231,1.226033547,1.226033547,-0.33623,0.3254,231.460949,17.92738,-1.130807,0.431781,186.760945,24.133245,1,B,A,K,F,B,B,B,B,A,B,A,A,A,B,C,E,A,A,E,A,A,A,A,B,B,C,A,A,A,A,A,,A,A,,C,,B,C,E,A,B,C,A,B,A,A,A,B,A,B
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873513,1,1,17,3,6,DADD...C.BC,DDACBBB.D..,ABAACCD....,CDBADCCBBDD,1,1,270430231,1.226033547,1.226033547,-1.795643,0.471395,151.056979,25.970736,-1.338491,0.478486,175.153003,26.743696,1,,,,,B,B,A,B,A,A,A,A,A,B,B,D,A,A,,,,A,,A,A,,A,B,B,A,,,,,,,,,,,,,,,,,,,,,
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873514,1,1,7,7,1,CCAAACDACDA,DBCACDDCDDB,ADBAABBDCAB,CBCAACBABDC,1,1,270430231,1.226033547,1.226033547,-0.745641,0.345972,208.90512,19.060761,-1.403079,0.432976,171.543029,24.200037,1,A,B,C,E,B,B,B,B,A,A,B,A,B,B,D,E,A,A,B,A,A,A,D,A,A,B,A,A,A,A,A,,B,,,,B,,,A,A,B,C,A,A,A,B,A,A,A,B
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873515,1,1,11,4,6,BADACB.....,DCCABBDAAA.,AADADCAAACA,DABAAAAABBA,1,1,270430231,1.226033547,1.226033547,-0.974997,0.344147,196.269127,18.960216,-1.610923,0.511271,159.926144,28.576126,1,,,D,G,B,B,B,A,A,A,A,A,A,B,B,E,A,A,B,A,A,B,A,A,B,A,A,A,A,A,B,,A,,,,A,,,A,A,B,D,A,A,A,A,A,A,A,A
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873516,1,1,10,3,5,BCABACBDCBB,BADDBAADAAC,ACABBCAACDA,CDBDCDCCACB,1,1,270430231,1.226033547,1.226033547,-2.192976,0.464707,129.166568,25.602271,-1.300244,0.479397,177.290717,26.794614,1,A,C,F,F,C,B,B,B,B,A,A,A,B,B,C,F,A,A,B,A,B,A,F,A,B,B,A,A,A,A,B,,C,,,,C,,,E,E,B,B,A,A,A,A,A,A,A,C
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873517,1,0,2,2,3,...........,...........,...........,...........,0,1,270430231,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873518,1,0,19,5,1,...........,...........,...........,...........,0,1,270430231,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873519,1,1,12,5,7,BCCBDDCBABD,CCBDADAADAC,BBACCDDDABB,DBCBBBBBCA.,1,1,270430231,1.226033547,1.226033547,-0.725376,0.343965,210.021587,18.950189,-1.036192,0.379616,192.049198,21.217622,1,A,C,H,H,B,B,B,B,B,A,A,A,A,B,A,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,,B,,,B,C,C,C,C,E,B,A,A,C,A,A,A,A,A,C
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873520,1,1,9,2,4,BABA.......,AAACDBAADBA,BCDDAACA...,AADCBCBCAAC,1,1,270430231,1.226033547,1.226033547,-2.024632,0.448557,138.441205,24.712514,-1.737883,0.56498,152.830055,31.578047,1,B,C,A,E,B,B,B,B,B,A,A,A,A,A,B,C,A,C,A,A,B,A,B,A,A,A,A,A,A,A,A,A,,,,,,A,,A,B,B,B,A,A,A,A,B,A,A,A
2015,2,27,2704302,1,27226611,3,1,605192,1,5,17873521,1,1,13,6,1,DCCCBADD...,DBBACDDBDCB,DCDBCBCCADB,ABBABCDCBDD,1,1,270430231,1.226033547,1.226033547,-0.225845,0.383043,237.542429,21.103127,0.638365,0.331729,285.644087,18.541106,1,,,,,,,,,,,,,,,,,,,,,,B,C,A,A,A,A,A,A,A,A,B,A,B,B,A,B,B,B,C,A,B,A,A,C,A,A,A,A,A,B
