@relation 'ALUNO ORD TOTAL. IDEB-EXCLUIDOS ALUNOS S RESP APSOCIOestevam'

@attribute TX_RESP_Q001 {A,B}
A,D,C,D,C,B,B,B,B,A,B,A,C,B,C,E,A,A,D,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
B,B,I,D,A,B,B,B,B,A,B,A,B,B,C,D,A,A,E,A,A,B,A,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,B,B,A,A,A,A,A,B,A,B,B,'ABAIXO DA M�DIA'
B,B,D,C,A,C,C,B,A,A,A,A,B,B,C,C,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,C,B,A,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,G,D,B,B,B,B,A,A,A,A,A,B,D,E,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,C,B,B,B,A,B,B,C,A,A,B,A,B,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,D,C,C,C,B,B,B,A,B,A,C,B,C,C,A,B,G,A,B,A,D,A,A,A,A,A,A,A,A,?,?,?,A,?,?,?,B,B,A,B,A,C,A,A,A,B,A,B,B,'ABAIXO DA M�DIA'
A,B,A,D,B,B,A,B,A,A,B,A,A,C,D,D,A,A,G,A,B,B,G,B,B,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,B,B,B,A,C,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,D,H,D,B,A,A,B,B,A,B,A,A,B,C,D,A,A,E,A,A,C,E,A,A,C,A,A,A,A,B,B,A,B,A,C,C,B,A,A,E,B,A,A,A,B,A,A,A,A,C,'ABAIXO DA M�DIA'
B,B,D,D,A,B,B,C,B,A,B,A,B,B,B,B,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,?,A,B,A,A,B,C,B,A,A,B,A,C,A,A,A,B,B,B,B,'ABAIXO DA M�DIA'
A,B,D,D,D,?,C,C,C,A,B,A,B,C,D,F,A,A,E,A,A,B,E,A,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,C,A,B,C,A,A,A,B,A,A,A,C,'ABAIXO DA M�DIA'
A,A,H,D,C,A,B,C,A,A,A,B,B,B,C,E,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B,B,C,B,A,B,B,B,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,D,C,B,B,A,B,A,A,A,A,A,C,D,B,A,B,B,B,B,B,D,A,A,B,A,A,A,A,B,B,A,C,A,B,B,C,C,B,A,B,C,A,A,A,A,B,A,B,B,'ABAIXO DA M�DIA'
B,C,E,C,B,B,A,B,B,A,B,A,B,B,C,D,A,A,A,B,B,A,A,B,A,A,A,B,B,A,A,?,?,?,A,?,?,?,B,B,E,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,B,C,C,C,A,B,B,B,B,A,B,C,C,C,A,A,F,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
B,F,A,C,C,C,B,B,A,B,A,A,B,B,C,C,A,A,G,A,A,B,G,A,A,C,A,A,A,A,A,B,A,A,A,B,B,B,B,A,A,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,F,L,C,A,A,A,B,A,A,A,A,B,B,B,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,A,C,B,B,C,B,A,B,C,A,A,A,A,B,A,B,C,'ABAIXO DA M�DIA'
B,A,G,D,C,A,B,B,B,A,B,A,C,B,C,D,A,A,E,A,A,A,F,A,A,B,A,A,A,A,A,?,B,?,?,?,?,B,?,A,A,B,A,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,D,L,D,B,B,B,A,A,B,B,B,B,B,C,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,B,C,A,A,A,D,D,D,D,A,'ABAIXO DA M�DIA'
B,A,I,D,D,D,C,B,A,A,A,B,A,D,E,F,A,B,D,A,A,B,D,A,A,C,A,A,A,A,A,A,C,A,B,C,B,A,C,E,E,?,A,B,A,A,A,B,B,B,C,'ABAIXO DA M�DIA'
A,?,I,H,E,C,C,C,A,A,B,A,B,?,B,D,A,A,F,A,A,A,F,A,A,B,A,A,B,A,B,?,A,C,A,B,A,B,A,A,E,B,C,C,B,C,B,D,A,A,D,'ABAIXO DA M�DIA'
A,F,F,D,D,B,C,B,B,A,B,A,B,B,C,C,A,A,G,B,B,A,G,B,B,A,A,A,A,A,B,C,?,C,C,C,B,A,C,A,E,A,A,C,A,A,B,B,B,A,B,'ABAIXO DA M�DIA'
A,B,L,F,C,?,C,?,C,C,C,A,C,C,E,B,A,C,D,A,A,B,D,A,A,B,A,A,A,A,A,C,A,A,B,A,C,B,B,C,E,B,A,A,C,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,J,H,C,D,D,B,B,A,B,B,C,B,C,E,A,A,C,A,B,B,G,A,B,A,A,A,A,A,A,C,B,C,C,B,C,B,C,B,A,A,D,A,C,A,C,C,C,C,C,'ABAIXO DA M�DIA'
B,C,L,C,C,C,A,B,B,A,B,A,C,B,C,D,A,A,G,A,A,A,G,A,B,C,A,A,A,A,A,B,A,A,B,B,B,A,A,B,A,B,B,A,A,A,B,A,B,B,A,'ABAIXO DA M�DIA'
A,B,A,C,B,B,B,B,A,A,B,A,B,B,B,C,A,A,F,A,B,A,F,B,B,B,A,B,A,A,A,C,C,C,A,C,C,B,A,D,E,B,A,A,A,A,B,D,D,D,C,'ABAIXO DA M�DIA'
B,F,K,C,E,B,B,B,B,A,B,B,A,B,C,E,A,C,A,B,B,B,C,A,A,B,A,A,A,A,B,?,?,?,?,?,A,?,?,B,A,?,C,A,A,A,B,D,B,D,C,'ABAIXO DA M�DIA'
B,B,D,C,A,A,C,C,B,B,B,A,B,C,D,F,A,A,E,A,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,A,A,A,A,B,A,B,C,B,'ABAIXO DA M�DIA'
A,F,D,E,A,A,B,B,A,A,B,A,A,B,C,C,A,A,B,A,A,A,D,A,A,B,A,A,A,A,A,C,C,C,B,A,C,B,C,A,A,A,B,B,C,A,D,B,A,B,D,'ABAIXO DA M�DIA'
B,C,A,D,B,C,B,C,C,C,A,B,A,B,D,C,A,B,G,A,B,A,G,A,A,C,A,A,A,A,A,C,B,C,B,C,C,B,B,D,D,B,C,A,A,A,A,A,A,B,C,'ABAIXO DA M�DIA'
B,A,I,G,B,A,A,B,A,A,A,A,B,B,C,D,A,A,B,B,B,A,G,A,B,A,A,A,A,A,A,C,B,C,A,A,B,B,C,B,A,B,B,A,A,A,B,A,A,A,C,'ABAIXO DA M�DIA'
B,A,J,D,C,D,B,B,B,A,B,A,A,B,D,F,A,A,G,A,A,B,G,A,B,A,A,A,A,A,A,C,B,C,C,C,C,C,C,C,C,B,A,A,A,A,D,D,D,D,C,'ABAIXO DA M�DIA'
A,F,K,F,A,A,?,A,A,A,A,A,A,A,A,A,E,B,A,B,B,A,F,A,A,B,A,A,A,A,B,C,C,C,C,C,C,C,C,C,E,B,C,C,A,A,D,D,D,D,C,'ABAIXO DA M�DIA'
B,B,G,D,B,A,A,B,B,A,A,A,A,B,C,C,A,B,C,B,B,A,F,A,A,C,A,A,A,A,B,C,B,B,B,A,B,B,B,A,A,B,B,C,B,A,D,?,D,D,B,'ABAIXO DA M�DIA'
A,F,J,G,C,B,A,B,A,B,B,A,B,B,C,E,A,A,B,A,A,B,C,A,B,A,A,A,A,A,A,B,A,B,B,B,B,B,B,D,E,B,B,C,A,A,D,D,D,D,B,'ABAIXO DA M�DIA'
B,B,C,D,C,B,C,B,B,A,B,B,C,B,C,F,A,C,E,A,A,A,A,B,B,A,A,A,A,?,B,C,B,C,C,C,B,B,B,B,B,B,A,B,B,A,D,D,D,D,C,'ABAIXO DA M�DIA'
B,A,D,F,B,C,C,B,B,?,B,A,B,B,B,C,A,A,C,B,B,B,G,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,E,B,A,C,C,B,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,G,C,B,A,B,B,B,A,A,A,A,B,B,B,A,A,B,A,A,B,E,A,A,B,A,A,A,A,A,B,A,B,C,C,C,B,C,B,A,B,B,B,A,A,D,D,D,D,D,'ABAIXO DA M�DIA'
A,B,B,E,C,A,C,C,B,B,B,A,B,C,D,F,A,A,B,B,A,A,C,A,A,?,A,A,A,A,A,B,A,B,B,A,B,C,A,A,A,A,A,A,C,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,L,C,B,B,C,B,B,A,A,A,B,C,C,F,B,B,B,A,A,B,C,A,B,C,A,A,A,A,A,B,B,B,B,B,C,C,B,A,E,B,B,B,A,A,B,A,B,B,C,'ABAIXO DA M�DIA'
B,F,H,E,D,B,C,C,A,A,C,A,A,C,?,D,A,B,C,A,A,C,F,A,A,A,A,B,?,A,B,C,A,B,A,C,A,B,C,A,A,B,B,A,A,B,B,A,B,A,A,'ABAIXO DA M�DIA'
A,B,D,G,C,B,B,B,B,A,B,A,A,B,B,D,A,A,G,A,A,B,E,A,A,B,A,A,A,A,A,A,B,C,A,?,A,B,C,C,A,A,A,B,C,A,B,B,A,A,A,'ABAIXO DA M�DIA'
B,B,F,D,B,B,B,B,B,A,A,A,A,B,C,D,A,A,B,A,A,B,G,A,A,A,A,A,A,A,A,B,A,A,A,A,B,B,A,C,A,B,B,A,A,A,B,B,B,B,B,'ABAIXO DA M�DIA'
A,F,F,F,B,A,A,B,A,B,A,A,A,A,B,E,A,A,B,A,A,B,A,B,B,C,B,B,B,B,B,B,A,C,B,C,A,B,A,A,A,B,A,C,A,A,A,B,A,B,D,'ABAIXO DA M�DIA'
B,F,E,E,C,A,A,B,A,A,B,A,A,B,B,D,A,A,E,B,A,B,F,A,A,A,A,A,A,A,A,B,B,B,A,A,A,C,A,A,E,B,C,A,B,A,A,A,A,?,?,'ABAIXO DA M�DIA'
A,A,C,C,B,A,A,B,A,A,B,A,C,B,C,F,A,A,E,A,A,A,G,A,A,A,A,A,A,A,B,B,B,B,A,C,B,C,C,A,E,B,D,A,C,C,A,?,A,A,A,'ABAIXO DA M�DIA'
A,B,D,D,C,B,C,B,B,A,B,?,B,B,C,E,A,A,D,A,A,A,D,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,D,C,B,B,A,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,C,?,D,?,?,A,B,?,?,?,A,B,?,A,F,B,?,F,A,A,C,C,?,A,B,A,A,A,A,A,B,C,A,C,A,A,C,B,?,?,A,?,A,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
B,B,L,C,C,B,A,B,B,A,B,A,A,B,D,D,A,A,G,A,B,A,G,A,A,B,A,A,A,A,A,B,A,B,A,A,B,B,B,B,A,B,B,C,A,A,B,A,A,A,B,'ABAIXO DA M�DIA'
B,B,B,C,B,B,C,B,B,A,B,A,B,C,D,F,A,A,E,A,A,A,C,A,A,A,A,A,A,A,A,C,A,B,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,F,G,D,B,A,B,B,A,A,A,A,A,C,D,F,A,A,A,A,?,B,A,A,?,B,A,A,A,A,A,C,B,C,B,C,A,A,C,D,A,B,C,A,A,B,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,I,D,B,B,B,B,A,A,B,A,C,B,C,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,A,C,A,A,B,A,B,B,E,B,C,A,A,A,B,B,B,B,B,'ABAIXO DA M�DIA'
B,F,H,C,C,B,B,B,B,B,A,A,B,B,C,B,A,A,F,A,A,B,F,A,A,A,A,A,A,A,A,B,A,?,B,A,B,B,B,A,A,B,C,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,F,E,D,E,A,C,B,B,A,A,C,B,C,D,D,B,A,E,A,A,B,G,A,B,B,A,A,A,A,A,C,A,C,B,A,B,A,C,A,E,B,A,B,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,A,I,D,B,A,B,B,B,B,A,A,A,B,C,B,B,C,C,A,A,B,G,A,A,B,A,A,A,A,A,B,A,C,A,A,B,A,B,C,E,B,A,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,E,B,C,B,B,B,B,B,A,A,B,B,B,C,C,A,A,G,A,A,C,G,A,A,A,A,A,A,A,A,C,A,B,A,B,A,C,C,B,B,B,B,A,?,A,A,B,A,B,B,'ABAIXO DA M�DIA'
B,B,F,D,C,A,B,B,A,A,B,A,A,C,C,D,A,A,C,A,A,C,G,A,A,A,A,A,A,A,A,C,B,A,A,A,C,C,B,A,A,B,B,C,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,A,A,D,B,A,B,A,B,A,B,A,?,?,D,B,C,B,C,A,?,A,A,A,A,B,A,A,A,A,A,C,B,C,A,C,B,C,A,A,B,A,B,B,B,A,B,A,B,B,A,'ABAIXO DA M�DIA'
A,B,A,C,D,B,C,?,C,A,B,A,B,B,D,F,B,A,C,A,A,A,E,A,A,A,A,A,A,B,A,C,A,B,A,A,A,A,A,A,A,A,B,B,A,A,?,?,A,A,A,'ABAIXO DA M�DIA'
A,?,B,C,B,B,B,B,A,A,B,A,B,B,C,E,A,A,B,A,A,A,A,B,B,C,?,A,A,A,A,C,A,B,A,C,C,B,C,B,B,?,B,B,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,A,D,E,C,C,B,B,C,C,B,A,B,B,C,C,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,C,B,A,B,A,C,B,B,A,B,A,B,A,D,B,A,D,B,'ABAIXO DA M�DIA'
B,C,K,D,C,C,C,B,?,A,A,A,A,B,C,D,A,A,C,A,A,A,A,B,B,A,A,A,?,A,A,B,A,B,A,C,B,C,A,B,A,B,C,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,E,I,E,B,B,A,B,A,B,A,A,A,B,C,E,B,B,E,A,A,A,E,A,A,B,A,A,A,A,A,C,A,B,A,A,B,C,C,A,E,B,A,C,A,B,A,A,A,A,B,'ABAIXO DA M�DIA'
B,C,F,F,B,A,A,B,A,A,B,B,B,B,B,C,A,A,D,A,A,B,E,A,A,A,A,A,A,A,A,?,A,?,?,?,A,?,?,A,E,B,B,C,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,E,D,C,D,A,D,E,B,D,E,C,D,D,C,E,C,C,B,A,B,B,B,A,B,C,A,B,A,B,A,C,C,C,C,C,B,C,C,D,E,A,C,B,C,C,B,D,A,D,A,'ABAIXO DA M�DIA'
A,B,A,D,C,C,C,B,B,B,B,B,C,C,D,F,A,A,E,A,A,A,F,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,K,C,C,B,A,B,B,A,A,A,B,B,C,C,A,A,B,A,A,A,D,A,A,A,A,A,A,A,A,C,A,A,B,C,B,C,B,E,A,B,B,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,E,C,C,B,B,B,B,B,B,B,B,C,C,D,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,C,B,C,B,B,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,E,C,C,A,C,B,B,A,B,A,A,E,C,E,F,D,A,A,A,A,B,A,B,B,C,A,A,A,A,A,B,A,C,B,?,A,A,B,B,D,A,C,C,A,A,B,C,B,C,B,'ABAIXO DA M�DIA'
A,A,D,D,B,B,C,B,B,B,B,A,A,C,C,E,A,A,D,A,A,A,F,A,A,A,A,A,A,A,A,C,C,C,C,C,A,B,B,D,A,B,A,B,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,D,D,D,B,A,B,B,B,B,B,A,A,B,D,E,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,C,A,B,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,E,C,C,E,A,B,B,A,B,A,A,B,D,F,A,A,G,A,A,A,G,A,B,B,A,A,A,A,B,?,B,?,?,?,B,?,?,E,A,B,B,A,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,D,C,C,A,A,B,B,B,B,B,B,B,B,B,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,?,?,?,A,?,A,?,?,A,B,A,A,A,B,A,B,A,A,A,A,'ABAIXO DA M�DIA'
B,B,F,C,B,B,C,B,A,A,A,A,A,B,C,D,A,A,B,A,A,A,G,A,A,A,A,A,A,A,A,C,A,C,A,A,A,C,A,B,D,B,C,B,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,A,H,D,C,B,B,B,A,A,B,A,A,B,D,D,A,A,B,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,B,A,A,C,B,C,C,B,?,C,A,A,B,A,B,A,B,'ABAIXO DA M�DIA'
A,F,E,C,B,B,B,B,A,A,B,A,B,B,D,C,A,A,F,A,A,B,F,A,A,A,A,A,A,A,A,C,A,B,A,B,C,B,C,B,B,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,C,F,D,B,B,B,B,B,A,A,A,A,B,C,D,A,B,E,B,A,C,A,B,A,A,A,A,A,A,A,B,A,B,A,B,B,B,A,A,A,B,A,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,E,D,D,D,A,B,C,A,A,B,A,A,B,D,D,A,A,E,A,A,B,D,A,A,B,A,A,A,A,A,C,B,B,B,B,B,B,B,A,A,B,B,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,F,K,C,C,A,B,B,B,A,B,A,A,B,C,F,A,A,C,A,A,B,E,A,A,B,A,A,A,A,A,B,A,C,C,C,B,C,C,A,A,B,D,B,B,A,A,A,B,A,B,'ABAIXO DA M�DIA'
B,D,G,G,C,A,B,B,A,A,A,B,A,B,D,E,A,A,E,A,A,B,G,A,A,B,A,A,A,A,B,?,A,?,?,?,B,?,?,A,E,B,D,A,A,B,A,A,A,A,A,'ABAIXO DA M�DIA'
A,A,F,E,C,B,B,B,B,A,B,A,A,B,C,C,A,A,C,A,B,A,C,A,B,B,A,A,A,A,A,B,A,C,C,B,A,B,B,B,E,B,D,B,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,A,G,D,?,B,D,D,E,D,A,D,D,C,D,C,C,B,D,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
A,C,A,D,B,B,B,B,B,A,A,A,B,B,C,D,A,A,B,A,A,B,C,A,A,B,A,A,A,A,A,B,B,B,B,B,B,B,B,C,A,B,D,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,F,D,H,C,B,B,?,D,B,B,C,C,E,E,F,B,C,C,A,B,C,C,A,A,C,A,A,A,A,A,C,C,C,C,A,A,A,B,E,A,B,D,A,C,C,A,A,A,A,A,'ABAIXO DA M�DIA'
B,E,C,B,B,D,B,B,D,C,E,A,B,C,B,D,D,A,A,B,A,A,B,A,B,C,B,B,A,A,B,C,A,C,B,A,C,B,A,B,A,B,D,B,C,A,B,C,A,C,B,'ABAIXO DA M�DIA'
A,B,F,C,B,B,A,B,B,B,C,A,A,B,C,E,A,A,G,A,B,A,G,A,B,A,A,A,A,A,A,?,A,B,A,B,A,C,C,A,E,B,A,C,A,A,A,B,A,B,A,'ABAIXO DA M�DIA'
B,B,K,C,B,A,A,B,B,A,B,A,A,C,C,E,A,A,G,A,A,C,G,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,C,B,A,B,B,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,K,E,B,A,A,B,A,A,A,A,A,B,D,F,A,A,G,A,B,C,G,A,B,B,A,A,A,A,A,B,A,B,B,B,B,B,C,E,E,B,C,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,E,H,D,B,B,B,B,B,A,B,A,A,B,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,B,B,A,C,B,A,E,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,D,C,C,A,C,B,A,B,B,A,B,B,C,D,A,A,F,A,A,C,F,A,A,A,A,A,A,A,A,?,B,C,A,A,B,B,B,A,E,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,I,D,C,B,B,B,B,A,B,A,B,C,E,E,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,A,A,B,B,A,A,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,B,C,D,A,B,B,B,A,B,A,B,B,C,D,A,A,C,B,B,A,C,A,A,A,A,A,A,A,A,C,A,B,A,B,B,C,C,A,E,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,D,E,C,B,C,C,B,A,B,B,C,B,C,D,C,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,B,A,B,B,A,D,A,B,B,A,A,A,B,A,B,A,A,'ABAIXO DA M�DIA'
A,D,D,D,C,A,B,B,A,A,B,A,B,C,C,F,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,C,B,B,B,B,B,C,C,A,D,A,B,C,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,I,E,D,B,B,B,B,A,A,A,A,B,C,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,B,C,A,C,A,A,A,A,E,B,D,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,D,C,E,B,B,B,B,B,A,A,A,A,B,B,B,A,A,C,A,A,B,G,B,B,A,A,A,A,A,A,B,B,B,A,B,B,B,B,A,E,B,D,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,I,D,C,B,C,B,A,A,B,A,A,B,C,D,A,B,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,C,A,A,A,B,A,A,E,B,D,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,L,C,C,A,B,B,B,A,A,A,B,B,D,F,A,A,F,A,A,A,F,A,A,B,A,A,A,A,A,B,A,A,A,C,B,C,C,E,A,B,A,A,A,A,A,B,A,B,B,'ABAIXO DA M�DIA'
A,B,H,D,B,A,B,B,B,A,A,A,A,C,D,C,A,A,B,A,A,B,G,A,A,C,A,A,A,A,A,C,B,B,B,C,C,C,C,B,A,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,D,E,D,B,A,A,B,A,A,A,A,A,B,C,F,A,A,B,A,B,A,B,A,B,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,B,B,C,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,F,G,E,?,A,B,B,B,B,B,A,A,C,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,C,C,A,A,C,B,B,A,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,L,C,C,A,B,B,B,A,B,B,A,B,C,C,A,A,B,A,B,A,F,A,B,B,A,B,A,A,A,?,B,A,A,C,A,B,C,C,E,B,C,A,A,A,B,A,A,A,B,'ABAIXO DA M�DIA'
B,D,G,D,B,A,B,B,B,A,B,A,B,B,D,D,A,A,E,A,A,A,F,A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,E,B,A,C,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,E,K,G,B,B,C,A,D,C,A,E,A,D,A,F,C,A,A,B,A,C,E,A,A,B,B,A,B,B,A,B,C,A,C,A,C,B,C,E,C,A,D,B,C,C,A,D,C,A,B,'ABAIXO DA M�DIA'
A,B,D,D,D,B,A,B,A,A,A,A,A,B,C,E,A,A,G,A,A,C,G,B,B,C,B,B,A,B,B,C,A,C,C,?,?,C,C,A,B,B,B,A,B,A,B,B,B,B,B,'ABAIXO DA M�DIA'
A,A,I,F,A,A,C,D,?,A,D,A,A,A,A,A,A,B,G,B,?,B,G,B,?,?,B,B,B,B,B,B,C,B,C,A,A,A,C,E,E,B,D,B,A,B,D,B,B,B,B,'ABAIXO DA M�DIA'
A,A,D,F,B,B,D,B,A,C,A,A,B,B,B,D,D,A,C,A,A,A,B,A,B,A,A,B,A,B,?,?,?,?,?,?,?,?,?,C,B,A,A,B,A,B,D,B,A,D,D,'ABAIXO DA M�DIA'
A,B,I,E,A,C,B,B,A,A,B,A,A,B,D,D,A,B,B,A,A,B,G,A,B,A,A,A,?,A,B,C,B,B,A,A,B,C,B,B,A,B,C,A,A,A,A,A,B,A,B,'ABAIXO DA M�DIA'
B,B,C,H,C,C,C,B,A,A,A,B,B,B,C,D,A,A,G,A,B,C,G,A,A,B,A,A,A,A,A,C,B,C,C,C,B,C,C,C,A,B,A,A,C,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,C,H,G,B,B,A,B,A,A,B,A,A,B,B,C,A,A,C,A,B,A,C,B,B,A,A,A,A,A,A,B,A,A,B,C,B,B,B,A,E,B,C,A,A,A,A,D,A,A,D,'ABAIXO DA M�DIA'
A,C,J,G,B,D,A,D,C,A,A,C,C,C,C,C,B,C,G,A,A,A,E,A,B,B,A,A,A,B,A,C,C,B,A,C,B,A,C,D,B,A,B,A,C,C,A,B,B,D,D,'ABAIXO DA M�DIA'
A,?,I,F,?,?,?,?,?,?,?,?,?,?,D,C,A,A,G,?,A,B,G,A,A,?,A,A,A,A,A,A,A,C,A,B,B,A,C,A,A,A,B,C,B,B,B,B,B,B,B,'ABAIXO DA M�DIA'
B,F,J,F,E,B,A,E,A,C,B,A,A,E,E,F,A,A,E,A,A,B,A,B,B,A,A,A,A,A,A,B,A,B,A,B,A,A,B,B,E,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,F,C,F,E,B,C,C,A,A,B,?,B,B,D,F,B,A,G,A,A,A,G,A,A,B,A,A,A,A,B,C,B,C,C,B,B,B,C,B,B,B,C,C,A,A,B,B,B,A,B,'ABAIXO DA M�DIA'
A,C,A,E,B,B,A,B,B,A,B,A,A,B,C,F,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,?,A,?,A,A,A,A,B,D,A,B,B,B,A,A,A,B,A,B,A,'ABAIXO DA M�DIA'
B,B,J,F,E,C,D,C,C,A,C,B,B,C,E,F,A,B,E,A,A,A,D,A,A,A,A,A,A,B,A,?,?,?,?,?,?,A,A,C,C,A,B,A,A,B,B,A,B,B,B,'ABAIXO DA M�DIA'
B,C,J,D,A,C,D,B,B,B,C,A,C,C,C,F,A,A,F,A,A,A,E,A,A,A,A,A,A,A,A,?,A,?,?,?,?,?,A,D,A,B,B,B,A,A,A,B,A,B,C,'ABAIXO DA M�DIA'
A,C,A,E,D,B,B,B,A,B,B,A,A,B,C,C,A,A,D,A,B,A,C,A,?,?,A,A,A,A,A,A,A,B,A,A,C,A,A,C,C,B,A,B,A,A,A,B,A,B,A,'ABAIXO DA M�DIA'
A,B,J,G,C,A,B,B,B,A,B,A,A,B,B,D,A,A,G,A,A,C,G,A,A,A,?,A,A,A,A,C,A,B,A,B,C,A,C,B,C,B,C,A,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,L,D,C,B,B,B,A,A,B,A,A,B,B,C,A,A,D,A,A,B,G,B,B,A,A,A,A,A,A,A,A,B,C,C,A,A,C,E,E,B,A,A,A,A,C,C,B,B,A,'ABAIXO DA M�DIA'
