@relation 'ALUNO ORD TOTAL. IDEB-EXCLUIDOS ALUNOS S RESP APSOCIOestevam'

@attribute TX_RESP_Q001 {A,B}
B,B,L,E,C,A,B,B,B,A,B,A,A,B,C,F,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,B,A,C,C,A,B,C,C,B,A,B,A,C,B,A,A,B,B,A,B,'ABAIXO DA M�DIA'
A,B,B,G,E,B,A,C,C,?,B,B,A,B,?,C,B,C,F,A,A,B,F,A,?,A,A,A,A,A,A,C,C,C,A,A,C,C,A,A,A,B,A,A,B,B,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,B,D,B,B,B,B,B,A,B,B,?,B,C,E,A,A,B,A,B,A,B,A,A,B,A,A,A,A,A,C,A,C,C,B,C,B,C,D,A,B,A,C,A,A,C,C,A,A,C,'ABAIXO DA M�DIA'
B,B,D,D,B,B,B,B,C,B,A,A,A,B,D,E,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,C,B,C,C,C,C,C,C,D,A,A,C,B,A,A,B,C,B,B,C,'ABAIXO DA M�DIA'
A,B,L,C,C,B,B,B,B,A,B,A,B,B,C,D,A,A,D,A,A,A,B,A,A,C,A,A,A,A,B,C,B,C,A,A,C,C,C,D,B,B,C,A,A,A,B,B,B,A,C,'ABAIXO DA M�DIA'
B,B,C,D,C,B,B,B,B,A,B,B,B,D,E,E,B,A,B,B,B,A,F,A,A,A,A,A,A,A,A,?,?,?,?,?,?,B,?,B,A,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,F,F,D,A,C,B,B,A,A,A,A,A,B,C,C,A,A,C,B,B,B,G,A,A,A,A,A,A,A,A,B,B,C,B,B,C,C,C,E,D,B,A,A,A,A,B,B,B,B,D,'ABAIXO DA M�DIA'
B,F,H,F,B,B,B,A,A,A,A,A,A,B,C,F,A,A,A,B,B,B,G,B,B,C,A,A,A,A,A,A,A,A,B,B,C,C,B,D,A,B,D,A,A,A,A,A,B,A,C,'ABAIXO DA M�DIA'
A,E,H,E,B,B,C,B,B,A,B,B,B,B,C,D,A,A,D,A,A,A,D,A,A,C,A,A,A,A,A,C,B,B,B,B,C,B,B,D,A,B,B,B,A,A,B,B,B,A,B,'ABAIXO DA M�DIA'
B,D,K,F,A,B,?,?,B,?,B,?,A,B,C,E,A,A,B,A,B,A,B,A,A,C,A,A,A,A,A,C,A,C,B,A,C,B,C,B,A,B,A,B,A,C,B,B,B,B,C,'ABAIXO DA M�DIA'
B,A,F,C,A,B,B,C,A,B,B,A,B,B,C,D,A,B,D,A,A,B,D,A,A,A,A,A,A,A,A,B,A,B,B,A,C,A,B,D,E,B,A,C,A,A,D,D,A,A,C,'ABAIXO DA M�DIA'
A,C,E,E,C,B,B,B,?,B,B,A,B,B,D,E,A,A,E,A,A,A,D,A,A,A,A,A,A,A,A,B,?,?,?,?,?,B,?,B,A,B,A,C,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,H,F,B,B,B,B,B,?,A,A,B,B,C,F,A,A,B,A,A,A,B,A,A,B,?,A,A,A,A,C,A,C,B,A,C,?,?,C,B,B,D,B,B,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,B,I,E,C,C,C,B,A,B,A,A,A,B,A,E,A,A,B,A,?,A,A,B,A,A,A,A,A,A,A,C,A,B,C,B,C,C,C,A,D,B,D,B,B,A,A,A,A,A,D,'ABAIXO DA M�DIA'
A,C,I,G,E,B,A,B,B,B,B,B,A,B,C,E,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A,?,?,?,?,?,?,?,A,D,B,B,A,B,A,A,A,C,A,A,C,'ABAIXO DA M�DIA'
B,A,L,G,B,A,A,B,A,A,A,A,A,B,C,F,A,B,A,A,B,B,B,B,B,B,A,A,A,A,B,C,B,B,C,A,C,B,B,D,A,A,C,A,A,A,B,A,B,?,C,'ABAIXO DA M�DIA'
A,E,F,E,A,C,C,B,B,A,B,A,B,B,D,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,C,A,C,B,A,C,A,B,C,C,B,A,A,C,B,A,C,'ABAIXO DA M�DIA'
B,E,A,C,C,C,B,D,D,A,B,B,B,B,C,D,A,A,C,A,A,A,E,A,A,A,A,A,A,A,B,C,B,B,A,A,C,B,C,C,D,B,A,A,A,A,A,B,B,A,C,'ABAIXO DA M�DIA'
A,B,D,C,E,B,A,B,B,A,B,B,A,B,C,B,A,A,F,A,A,B,F,A,A,A,A,A,A,B,A,C,A,B,A,B,C,A,C,D,A,B,A,B,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,E,E,C,E,A,B,B,B,A,B,A,B,B,C,D,A,A,F,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,A,C,C,C,B,A,A,B,A,A,A,B,A,A,A,B,B,'ABAIXO DA M�DIA'
B,B,G,E,A,A,C,B,A,A,B,A,A,B,D,F,A,A,E,A,A,B,F,A,A,A,A,A,A,A,A,C,B,B,A,A,B,B,B,B,B,B,C,B,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,F,L,G,B,C,C,B,B,A,B,A,B,B,D,B,B,A,D,B,B,B,G,A,A,C,A,B,A,B,A,A,C,B,C,C,C,B,B,E,A,B,D,C,A,A,D,A,D,A,A,'ABAIXO DA M�DIA'
A,E,D,D,E,?,B,B,B,A,B,A,B,B,C,B,A,A,G,A,A,A,G,A,A,B,A,B,B,B,A,C,B,C,B,B,C,C,C,D,A,B,C,C,B,A,A,A,A,A,D,'ABAIXO DA M�DIA'
A,E,C,D,C,B,B,B,B,A,A,A,A,B,C,E,A,A,G,A,A,B,G,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,C,B,B,B,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,E,E,C,?,D,C,B,B,C,A,C,?,D,D,A,A,E,A,A,B,G,A,B,A,A,A,A,A,A,C,A,A,A,A,C,A,C,C,A,A,A,A,B,A,A,A,A,A,D,'ABAIXO DA M�DIA'
A,A,E,F,E,C,C,B,B,A,A,E,A,B,D,F,B,A,B,A,A,B,C,B,B,A,A,A,A,A,A,?,A,B,C,?,A,B,C,B,A,A,B,A,A,C,B,A,A,B,C,'ABAIXO DA M�DIA'
A,C,?,D,B,B,B,B,A,A,A,A,A,A,B,D,A,B,F,A,A,B,F,A,A,A,A,A,A,A,A,C,A,C,C,C,C,C,C,A,A,A,C,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,C,K,D,B,B,A,C,B,A,B,A,B,B,C,E,A,A,C,A,A,B,G,A,A,B,A,A,A,A,A,B,B,C,C,B,C,B,B,A,A,B,C,B,A,A,B,B,B,A,B,'ABAIXO DA M�DIA'
A,C,I,D,E,C,C,B,B,B,B,A,D,D,C,E,A,A,B,A,A,A,F,A,A,C,A,A,A,A,A,C,C,C,C,B,C,A,C,B,E,A,D,A,A,A,B,A,A,A,C,'ABAIXO DA M�DIA'
A,?,J,D,B,A,A,B,A,A,A,A,A,B,A,D,A,A,G,B,B,A,G,B,B,B,A,A,A,A,A,B,?,?,?,?,C,?,?,D,B,B,D,A,C,B,B,B,B,B,B,'ABAIXO DA M�DIA'
B,A,I,D,C,A,C,C,A,A,B,A,A,B,C,F,A,A,B,A,A,C,G,A,A,B,A,A,A,A,B,C,A,B,B,A,C,B,B,D,A,B,C,C,A,B,D,D,A,A,B,'ABAIXO DA M�DIA'
B,B,G,D,A,B,B,B,B,A,B,A,B,C,?,C,A,B,B,A,A,B,G,A,A,B,A,A,A,A,A,C,B,C,A,C,B,A,C,A,E,B,C,A,A,B,B,A,A,A,A,'ABAIXO DA M�DIA'
B,B,H,D,D,B,B,B,C,B,B,A,C,C,D,D,A,A,F,A,A,A,A,A,A,A,A,A,A,A,B,?,?,?,?,?,?,?,?,B,A,B,B,B,A,A,A,B,A,A,D,'ABAIXO DA M�DIA'
A,B,E,D,?,C,B,B,B,A,B,B,A,B,D,E,A,A,C,A,B,A,B,A,A,B,A,A,A,A,A,B,A,B,A,B,A,B,A,B,E,B,C,B,B,A,A,A,B,A,B,'ABAIXO DA M�DIA'
A,A,G,E,B,A,B,B,B,A,A,A,A,B,B,F,A,A,C,A,A,A,C,A,A,B,A,A,A,A,A,A,B,C,B,A,B,B,B,B,E,B,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,F,G,F,B,B,A,B,E,D,A,A,A,B,D,F,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,C,A,B,C,C,C,A,A,B,A,A,C,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,C,F,D,B,B,B,C,B,A,A,A,A,B,D,F,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,C,B,C,B,B,B,A,E,B,C,A,A,A,B,B,B,B,B,'ABAIXO DA M�DIA'
B,E,K,D,C,B,C,B,B,B,A,B,A,C,D,E,A,A,D,A,A,C,C,A,B,A,A,A,A,A,B,C,C,C,C,A,C,A,C,D,A,B,A,C,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,F,F,G,B,A,A,A,A,A,A,A,B,B,D,C,A,A,G,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
B,B,F,D,B,B,B,B,B,A,B,A,A,B,C,B,A,A,G,B,B,B,C,A,A,A,A,A,A,A,A,A,B,C,B,B,B,A,B,B,A,B,D,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,F,B,E,?,B,A,?,B,A,A,E,A,A,A,A,A,A,C,A,A,B,A,B,?,C,B,B,B,B,B,A,?,B,B,C,B,B,?,E,A,B,B,A,C,A,D,A,D,A,?,'ABAIXO DA M�DIA'
A,B,J,E,C,B,B,B,A,A,B,A,A,B,D,E,A,A,G,B,A,A,G,A,A,A,A,A,A,A,A,C,B,B,A,A,B,B,A,B,B,?,B,A,A,A,B,A,B,A,B,'ABAIXO DA M�DIA'
B,B,F,D,B,B,A,B,B,A,A,B,A,B,D,C,A,A,G,A,A,B,G,A,A,B,A,A,B,A,B,C,C,C,B,C,C,A,B,D,B,B,C,A,B,A,A,A,A,A,D,'ABAIXO DA M�DIA'
A,A,D,F,E,B,C,B,A,B,A,E,B,B,C,F,A,A,E,A,A,B,G,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,B,A,C,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,J,D,C,C,B,B,A,B,B,A,A,B,C,E,A,A,B,A,A,B,G,A,B,A,A,A,A,A,A,C,A,C,A,B,A,B,A,B,B,B,A,A,B,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,F,F,E,B,B,B,B,B,A,B,B,B,B,E,D,B,A,C,A,B,B,E,A,B,C,A,A,A,A,B,C,C,C,C,A,C,A,C,D,A,B,B,A,A,B,A,A,A,A,C,'ABAIXO DA M�DIA'
A,A,K,D,E,C,C,?,B,B,B,B,B,B,C,F,A,A,C,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
A,F,I,D,B,B,B,C,B,A,B,A,A,B,D,D,B,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,?,C,A,C,C,B,C,A,E,A,C,A,C,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,E,A,D,C,B,A,B,B,A,B,A,A,B,C,C,A,B,A,A,A,A,E,A,A,B,A,A,A,A,A,B,B,B,A,C,C,B,C,D,A,B,C,A,B,A,B,A,B,A,B,'ABAIXO DA M�DIA'
A,A,F,D,C,C,C,B,A,A,B,A,C,B,D,D,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,?,C,?,B,C,A,A,A,A,C,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,B,C,?,?,C,B,B,B,B,A,B,B,D,E,A,A,B,B,?,A,D,A,A,A,A,A,A,A,?,?,A,?,?,A,?,B,?,B,A,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,A,I,D,B,B,B,B,B,A,B,A,A,D,E,F,B,A,G,A,A,B,G,A,?,B,A,A,A,A,A,?,?,?,?,?,?,?,?,D,C,A,B,B,B,A,D,D,A,C,A,'ABAIXO DA M�DIA'
A,E,H,D,D,C,B,C,C,C,B,A,B,C,D,E,A,B,G,A,A,B,G,B,A,B,A,A,A,A,B,B,C,C,B,C,C,B,C,D,B,B,C,C,A,A,B,A,B,A,C,'ABAIXO DA M�DIA'
A,B,L,C,E,C,C,B,B,A,B,A,B,B,D,F,A,A,E,A,A,A,C,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,A,D,B,B,A,A,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,B,C,A,B,C,B,B,A,B,A,B,B,C,D,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,C,C,B,E,B,C,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,F,D,C,E,B,B,B,B,A,B,C,B,C,D,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,B,?,C,C,C,A,B,B,A,C,A,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,D,E,D,B,A,A,B,B,A,B,B,A,B,C,C,A,A,G,A,A,B,G,A,A,A,A,A,A,A,B,?,A,?,?,?,?,B,?,B,D,B,C,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,G,D,B,B,E,B,?,B,A,B,A,C,D,D,A,A,B,A,A,B,F,A,A,A,A,A,A,A,A,B,A,B,A,B,C,A,C,D,A,B,C,C,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,B,A,C,C,B,C,B,B,B,B,A,B,B,C,E,A,A,B,A,A,A,G,A,A,A,A,A,A,A,B,?,?,?,?,A,?,A,?,B,B,B,B,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,H,D,B,B,A,B,A,A,A,A,A,B,C,F,A,A,A,A,A,A,G,A,A,C,A,A,A,A,B,?,B,?,?,?,?,?,C,C,A,B,D,A,A,A,B,B,B,B,C,'ABAIXO DA M�DIA'
B,B,B,C,C,B,B,B,B,A,B,A,B,C,D,C,A,A,A,B,A,A,C,A,A,A,A,A,A,A,B,C,A,B,A,B,B,A,B,A,B,B,C,C,A,A,A,B,B,B,C,'ABAIXO DA M�DIA'
A,B,D,D,B,B,C,B,B,A,B,B,B,B,C,D,A,C,A,A,A,A,G,A,A,B,A,A,A,A,A,C,A,C,C,C,?,A,?,A,A,B,B,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,A,B,D,B,A,B,B,B,A,A,A,A,B,C,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,B,?,B,B,A,C,C,C,C,B,B,B,B,A,A,B,A,A,A,A,C,'ABAIXO DA M�DIA'
A,B,F,D,C,A,C,B,B,A,A,A,A,B,C,D,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,B,B,C,B,C,A,E,B,C,C,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,B,H,C,B,B,B,B,?,A,A,A,A,B,B,B,A,B,G,A,B,A,G,A,B,A,A,A,A,A,B,?,?,?,?,?,?,?,?,B,A,B,D,C,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,D,E,E,B,C,B,B,B,A,B,B,A,B,C,E,A,B,G,A,A,B,G,A,A,B,A,A,A,A,B,B,A,B,B,A,C,C,C,C,B,B,B,A,A,A,B,A,B,A,B,'ABAIXO DA M�DIA'
B,F,F,D,B,A,C,B,A,A,A,A,B,C,C,D,C,A,G,A,?,A,G,A,A,B,A,A,A,A,A,C,C,C,C,C,C,C,C,A,A,A,?,B,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,?,D,B,A,B,B,B,A,B,A,A,B,C,E,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,?,?,?,A,?,A,?,?,C,E,B,B,A,B,A,A,A,A,A,D,'ABAIXO DA M�DIA'
A,A,C,C,B,B,C,B,B,A,B,B,B,C,D,C,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,?,?,A,?,?,?,A,?,B,B,B,A,B,A,A,B,A,B,A,D,'ABAIXO DA M�DIA'
A,F,D,D,B,C,C,B,B,A,B,B,C,C,D,C,B,B,G,A,A,B,G,A,A,A,A,A,A,A,B,C,C,?,B,A,C,B,B,D,E,B,A,B,A,A,A,A,A,A,D,'ABAIXO DA M�DIA'
B,F,I,E,B,C,E,B,B,B,B,B,B,C,D,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,?,?,?,?,A,?,?,C,B,A,D,C,C,A,A,A,A,A,C,'ABAIXO DA M�DIA'
B,F,A,C,B,B,B,B,A,A,B,B,A,C,D,D,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,C,A,C,A,C,B,C,A,A,A,B,?,A,A,A,B,B,A,B,?,'ABAIXO DA M�DIA'
A,A,G,E,C,B,B,B,B,A,B,B,B,B,C,C,B,A,F,A,?,B,G,A,B,C,B,A,A,B,B,C,A,C,A,C,B,B,C,B,E,B,A,C,B,A,D,D,D,?,D,'ABAIXO DA M�DIA'
B,C,E,D,E,C,B,C,B,A,B,B,A,C,C,E,A,A,F,A,A,C,F,A,A,C,A,A,A,A,A,B,A,A,A,C,A,A,A,B,D,B,C,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,B,K,D,C,C,D,C,B,C,C,A,B,C,C,F,A,A,C,A,A,C,D,A,B,B,A,A,A,A,A,B,B,B,A,A,C,B,B,B,A,B,B,C,A,A,A,A,A,A,?,'ABAIXO DA M�DIA'
A,B,H,D,A,B,A,B,B,A,C,A,D,C,D,B,A,B,F,A,B,B,F,A,B,B,A,A,A,A,A,C,A,B,A,C,B,B,B,D,A,B,A,C,A,A,B,A,A,A,D,'ABAIXO DA M�DIA'
A,B,A,C,A,B,C,B,B,?,B,B,C,B,D,E,A,A,F,A,A,A,F,A,A,A,A,A,A,A,A,C,B,B,B,C,B,A,A,C,C,B,A,C,A,A,D,D,D,D,B,'ABAIXO DA M�DIA'
B,F,I,D,A,C,B,B,B,A,B,A,B,B,C,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,B,B,A,B,B,A,C,D,?,B,C,B,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,L,C,B,D,A,C,B,A,A,A,B,B,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,A,B,B,C,C,C,C,D,C,B,B,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,F,A,B,B,B,A,C,B,A,A,A,B,B,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,B,C,B,C,A,C,C,B,C,D,A,B,A,C,A,A,D,D,D,D,D,'ABAIXO DA M�DIA'
B,B,B,C,D,B,C,B,B,A,B,A,B,C,C,C,A,B,G,B,B,A,G,?,A,A,A,A,A,A,A,?,?,?,A,?,?,A,?,B,E,B,A,C,A,A,A,?,A,A,B,'ABAIXO DA M�DIA'
B,F,L,D,E,C,D,B,B,A,A,A,B,B,E,F,E,C,G,A,A,B,G,A,A,A,A,A,A,A,A,C,A,B,A,B,B,C,C,B,E,B,B,C,A,A,B,B,B,B,B,'ABAIXO DA M�DIA'
B,F,D,C,D,B,C,B,B,A,B,A,B,B,D,E,B,A,F,A,A,A,F,A,A,A,A,A,A,A,A,B,A,B,A,B,B,A,B,A,E,B,B,C,A,A,D,D,D,D,B,'ABAIXO DA M�DIA'
A,?,D,C,C,D,B,B,B,A,A,A,B,C,C,C,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,C,C,?,B,C,A,C,A,E,B,A,C,A,A,?,A,D,A,C,'ABAIXO DA M�DIA'
A,B,?,H,A,?,B,?,B,A,B,B,A,B,D,D,A,C,G,A,A,C,G,A,A,A,A,A,A,A,A,B,?,?,B,B,B,A,B,A,B,B,B,A,A,A,A,A,B,A,B,'ABAIXO DA M�DIA'
B,B,?,D,C,A,B,C,A,A,A,B,B,B,B,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,?,?,?,A,?,?,?,C,E,E,B,A,A,B,A,B,B,B,B,B,'ABAIXO DA M�DIA'
A,B,H,E,B,B,B,B,B,B,B,B,B,C,?,F,B,A,F,A,A,A,B,A,A,B,A,A,A,A,A,B,A,A,A,B,A,B,B,E,C,A,B,C,B,A,D,A,D,D,A,'ABAIXO DA M�DIA'
A,E,F,E,C,B,B,B,B,B,A,A,B,B,C,D,B,A,B,A,A,C,C,A,A,A,A,A,A,A,A,B,A,C,A,A,B,A,B,D,E,B,A,B,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,E,D,C,B,C,B,B,B,B,A,B,B,D,D,A,A,E,A,A,B,G,A,A,A,A,A,A,A,A,?,A,?,?,?,B,?,?,B,B,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,I,A,B,?,B,D,B,B,?,D,D,D,C,A,B,A,C,A,B,A,F,B,B,C,B,A,A,B,A,?,?,?,?,?,?,?,?,C,E,B,D,B,B,C,D,D,C,C,D,'ABAIXO DA M�DIA'
B,D,J,F,C,B,C,B,B,A,B,B,E,B,C,F,A,A,D,A,A,A,D,A,A,A,A,A,A,A,B,C,A,B,B,A,B,B,B,A,A,B,A,C,A,A,A,A,A,B,D,'ABAIXO DA M�DIA'
A,B,D,D,B,A,B,B,?,A,B,A,B,B,C,D,C,A,B,A,A,B,G,A,A,C,A,A,A,A,B,?,B,?,?,?,B,?,?,C,B,B,D,A,A,A,A,C,A,A,A,'ABAIXO DA M�DIA'
A,C,K,F,D,C,C,C,C,C,C,C,?,C,D,C,A,A,G,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'ABAIXO DA M�DIA'
B,B,G,D,C,A,B,B,B,A,A,A,A,C,C,C,A,A,C,A,A,A,C,A,A,B,A,A,A,A,A,?,B,?,?,A,B,?,?,C,A,B,A,C,A,B,A,A,A,A,B,'ABAIXO DA M�DIA'
B,F,C,E,C,B,B,B,A,B,B,A,B,B,C,F,A,A,B,A,A,A,D,A,A,B,A,A,A,A,A,C,A,B,A,C,B,A,B,C,A,B,A,C,A,B,A,B,A,B,A,'ABAIXO DA M�DIA'
A,F,E,D,C,B,C,B,A,A,A,A,B,C,C,D,A,A,B,A,A,A,C,A,A,A,A,A,A,A,A,B,A,B,B,C,A,A,B,D,A,A,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,L,C,C,A,B,B,A,A,B,A,A,B,C,D,A,A,B,A,A,A,G,A,A,?,A,A,A,A,A,?,?,?,?,?,?,?,?,A,D,B,?,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,F,J,E,B,A,C,C,B,B,A,B,?,B,C,D,A,A,D,A,A,A,A,B,A,A,B,A,A,A,A,B,C,C,B,A,C,A,C,B,E,B,C,A,A,A,D,B,B,B,D,'ABAIXO DA M�DIA'
A,?,G,D,C,B,B,B,B,B,B,A,A,B,C,E,B,A,B,A,A,C,E,A,A,B,A,A,A,A,A,?,A,?,?,?,?,B,?,A,E,A,A,C,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,G,D,E,C,B,B,B,B,A,A,A,B,D,D,A,A,F,A,A,A,F,A,A,A,A,A,B,A,A,?,C,C,B,C,B,A,C,A,A,A,A,A,B,A,A,A,B,A,B,'ABAIXO DA M�DIA'
B,A,I,D,C,D,B,D,C,D,D,D,D,D,D,B,C,B,F,A,A,B,F,A,A,B,A,A,A,A,B,B,C,C,C,A,B,A,C,D,A,?,A,B,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,C,C,C,C,C,B,B,A,B,B,C,B,C,?,A,A,G,A,A,B,G,A,B,A,A,A,A,A,A,?,A,?,?,?,?,B,?,A,A,B,B,B,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,A,C,E,C,A,A,?,?,?,?,?,?,?,?,?,?,?,?,?,?,C,?,A,?,A,A,?,A,?,A,?,?,?,?,?,?,?,?,B,B,A,D,B,?,A,?,?,?,?,A,'ABAIXO DA M�DIA'
A,E,D,F,B,A,A,B,A,A,A,A,B,B,B,B,A,B,A,A,A,B,E,A,A,A,A,A,A,B,A,B,B,B,A,A,B,A,B,D,E,B,D,A,C,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,B,G,B,B,B,B,B,B,A,B,B,B,?,C,A,A,F,A,A,B,G,A,A,C,A,A,A,A,B,B,B,B,A,A,B,B,C,B,A,A,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,F,G,D,C,B,B,B,B,A,B,A,A,B,C,F,A,C,B,A,A,A,E,A,A,C,A,A,A,A,A,?,A,?,?,?,A,?,?,D,A,B,A,A,A,A,A,A,A,A,B,'ABAIXO DA M�DIA'
B,A,G,D,B,A,B,B,B,A,B,B,B,B,B,E,A,A,D,A,A,A,D,A,A,B,A,A,A,A,A,?,?,?,B,A,A,?,?,A,A,B,B,A,A,B,A,A,A,A,B,'ABAIXO DA M�DIA'
B,B,K,D,C,B,B,B,A,A,B,A,B,B,C,D,A,A,E,A,A,B,G,A,?,?,A,A,A,A,A,C,A,B,A,B,B,B,B,A,B,B,A,C,B,A,A,A,A,A,B,'ABAIXO DA M�DIA'
A,B,A,D,E,B,B,B,B,A,?,A,?,B,?,B,C,B,G,A,A,A,G,A,A,C,A,A,A,A,A,B,B,B,A,A,B,C,C,D,E,B,B,A,A,B,A,B,A,B,?,'ABAIXO DA M�DIA'
B,B,I,D,C,B,B,B,B,A,B,A,B,B,C,C,A,A,G,B,B,B,G,A,B,C,B,A,B,A,A,?,B,?,?,?,?,?,C,A,B,B,C,A,A,A,B,B,A,A,B,'ABAIXO DA M�DIA'
B,C,J,D,B,C,A,B,A,A,B,B,A,C,D,E,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,B,B,B,A,A,B,B,C,B,A,A,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
A,C,B,C,C,B,B,B,B,A,B,A,B,C,C,C,A,A,C,A,A,A,C,A,A,A,A,A,A,A,A,?,?,?,A,?,?,?,?,B,D,B,A,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,E,D,C,B,B,B,B,A,B,A,A,B,B,B,A,C,G,A,A,B,G,A,A,A,A,A,A,A,A,?,A,A,?,B,A,C,C,D,B,B,A,C,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,B,C,C,C,B,B,B,B,B,B,A,A,B,C,B,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,A,A,C,B,B,C,C,B,B,B,B,A,A,A,B,A,B,B,'ABAIXO DA M�DIA'
B,A,J,D,C,A,A,B,B,A,B,A,?,C,C,E,?,A,B,A,A,A,B,A,A,A,A,A,A,A,A,C,B,C,C,C,B,B,?,E,A,B,B,A,A,A,B,A,A,A,B,'ABAIXO DA M�DIA'
B,A,L,C,B,B,B,B,B,A,B,A,A,B,C,C,A,A,G,B,B,B,B,A,A,A,A,A,A,A,B,C,A,B,A,A,A,C,C,D,A,B,B,C,A,A,A,A,B,A,A,'ABAIXO DA M�DIA'
B,B,E,C,D,B,A,B,B,A,B,A,A,B,C,C,A,A,D,A,A,B,A,A,B,A,A,A,A,A,A,B,A,B,C,B,B,B,B,B,A,A,B,A,A,A,A,A,A,A,A,'ABAIXO DA M�DIA'
B,F,J,D,B,B,B,B,B,A,B,B,C,B,B,F,B,A,F,A,A,A,F,A,A,B,A,B,B,B,B,?,A,?,?,?,?,A,?,B,A,B,A,B,B,A,A,A,A,A,C,'ABAIXO DA M�DIA'
