Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecadacao_Total,Ganhadores_15_N·meros,Cidade,UF,Ganhadores_14_N·meros,Ganhadores_13_N·meros,Ganhadores_12_N·meros,Ganhadores_11_N·meros,Valor_Rateio_15_N·meros,Valor_Rateio_14_N·meros,Valor_Rateio_13_N·meros,Valor_Rateio_12_N·meros,Valor_Rateio_11_N·meros,Acumulado_15_N·meros,Estimativa_Premio,Valor_Acumulado_Especial,outros1,outros2
13,20,12,22,6,11,1,18,17,19,14,24,16,3,21,23.107.931,25,3,SE,MG,393,15434,261790,1404803,1.815.769,98,1.837,47,12,5,5,2,5
5,7,19,2,6,25,12,9,4,21,13,22,16,11,18,18.783.946,25,Angra dos Reis,SP,BA,791,23286,260548,1299921,519.445,26,865,97,12,5,5,2,1.924.396
3,7,1,11,23,6,17,19,24,4,2,18,8,5,16,18.167.783,75,SOCORRO,AP,BA,320,12755,170521,1105971,1.920.251,1,1.846,39,12,5,5,2,5
5,24,17,23,8,16,19,15,7,25,14,12,6,1,21,17.917.886,25,1,MG,BA,528,18305,226702,1213232,264.802,16,1.322,68,12,5,5,2,5
6,24,13,3,14,2,19,10,16,20,17,21,22,1,5,18.374.991,25,5,MG,SP,371,14972,210654,1145292,906.556,30,1.503,72,12,5,5,5,1.514.969
8,23,22,6,3,2,5,24,16,9,11,4,1,15,20,18.614.280,0,CUIAB?,MG,MA,317,15045,195002,1120532,0,1.867,89,12,5,5,2,2,5
21,2,18,15,22,6,9,13,12,19,24,25,14,5,1,24.047.731,25,BEL?M,PE,RJ,680,24711,296746,1647289,1.012.853,58,1.374,93,12,5,5,2,1.681.646
25,13,18,17,21,2,5,16,8,12,6,11,3,19,4,18.479.786,25,BEL?M,BA,DF,338,14796,220017,1268428,1.673.734,65,1.523,65,12,5,5,5,5
8,13,15,1,2,7,12,20,18,4,17,19,3,6,23,18.668.972,50,SANTA B?RBARA D OESTE,PR,CE,466,18447,244774,1373544,0,1.429,1,12,5,5,2,2,5
23,21,9,16,1,11,8,13,10,2,17,14,7,5,18,23.234.852,50,18,RN,DF,709,25323,314853,1703480,3.370.586,64,1.150,43,12,5,5,5,5
14,1,24,20,10,11,4,18,12,8,9,21,6,13,25,18.484.898,75,SANTA TEREZINHA DE GOI?S,MG,MS,413,16363,225211,1244150,0,1.252,86,12,5,5,2,2,5
21,9,20,25,4,10,23,7,15,16,1,14,17,18,12,21.944.132,50,CONTAGEM,PI,DF,1388,30635,301450,1415514,450.823,74,609,6,12,5,5,2,5
2,11,7,20,6,25,15,1,13,8,22,10,24,18,12,23.308.606,25,Curitiba,SC,DF,623,26290,317179,1660909,477.005,53,1.346,21,12,5,5,2,5
22,1,7,6,24,10,16,23,4,13,18,12,14,25,2,19.423.522,50,GUAJAR?-MIRIM,SP,BA,773,26599,295122,1387162,1.489.699,46,847,1,12,5,5,2,5
24,2,11,4,8,17,5,25,9,1,6,3,20,21,23,18.312.502,50,CANELINHA,BA,MA,405,17134,229724,1202494,1.679.849,0,1.276,24,12,5,5,2,5
6,20,5,16,8,18,10,2,15,11,13,3,4,1,22,18.197.715,0,JOINVILLE,DF,BA,2346,39605,326542,1316206,40.670,56,220,98,12,5,5,2,5
10,17,16,18,20,22,13,24,7,19,6,9,1,12,5,19.076.688,75,LAGES,PI,AM,415,16417,220320,1278228,590.743,42,1.313,98,12,5,5,2,5
6,14,20,16,4,11,12,21,1,22,8,23,17,10,13,17.903.935,0,RIO DO SUL,RJ,BA,485,16607,217383,1173879,553.880,28,1.505,96,12,5,5,2,5
5,3,7,10,8,12,22,6,24,1,17,21,18,2,9,17.977.238,75,GUARULHOS,SP,SC,386,14657,215661,1228374,1.629.342,76,1.298,80,12,5,5,2,5
14,4,8,23,5,3,21,13,2,7,20,16,15,22,10,18.435.088,75,INDAIATUBA,SP,RJ,442,16685,217658,1244971,843.043,84,1.676,78,12,5,5,2,5
1,15,4,10,12,23,17,13,25,2,18,6,24,9,7,17.391.132,50,LEME,SP,RJ,1017,27083,290423,1335423,164.204,9,496,79,12,5,5,2,5
1,8,6,18,3,12,20,13,21,11,7,10,2,22,5,17.771.860,0,S?O PAULO,SP,BA,881,27127,325358,1425730,260.807,95,520,5,12,5,5,2,5
5,11,17,8,6,24,25,20,16,18,3,19,4,13,9,17.987.955,0,S?O PAULO,SP,RJ,330,13990,200079,1200310,340.530,90,1.587,56,12,5,5,2,5
24,2,17,5,11,21,6,22,25,15,23,3,8,1,13,16.371.787,50,S?O PAULO,SP,MG,589,20961,268655,1264410,370.128,44,828,66,12,5,5,2,5
17,14,20,23,15,22,16,4,18,7,21,2,10,3,19,15.064.735,0,S?O PAULO,MG,GO,292,12155,163319,921138,1.528.795,1,1.610,96,12,5,5,2,5
25,22,20,10,19,24,13,5,18,12,6,17,4,15,3,18.296.872,50,S?O PAULO,RS,BA,590,21490,240493,1311737,501.060,12,1.119,89,12,5,5,2,5
5,4,22,12,24,3,1,11,23,18,17,15,6,10,20,17.880.816,25,S?O PAULO,SC,MT,552,19480,238528,1209768,775.870,83,1.235,65,12,5,5,2,5
11,20,24,2,10,4,13,5,23,25,8,22,18,1,6,18.697.866,25,6,BA,MG,1332,37060,362584,1581577,101.137,76,300,37,12,5,5,2,5
6,24,17,5,19,4,13,18,3,23,7,1,2,14,11,18.717.087,50,RIO DE JANEIRO,GO,SP,595,24818,250098,1382286,1.466.315,15,1.083,25,12,5,5,2,5
3,21,1,5,4,14,11,20,19,6,13,22,24,2,17,18.766.985,0,S?O PAULO,MG,GO,766,24559,264249,1293661,1.546.399,44,887,38,12,5,5,2,5
1,23,8,9,4,22,21,3,2,13,6,16,17,14,15,18.813.556,25,S?O PAULO,SC,RJ,575,18440,209885,1221424,449.094,15,1.373,24,12,5,5,2,5
5,13,4,21,14,11,3,1,22,7,17,9,19,2,10,19.015.487,50,S?O PAULO,SE,PA,1206,33391,346016,1553998,118.198,45,387,72,12,5,5,2,5
19,2,5,4,1,3,23,10,6,16,20,15,13,12,22,17.195.903,75,PALMAS,SP,BA,547,17147,223119,1242588,203.650,60,1.145,55,12,5,5,2,5
18,4,3,16,17,15,2,25,24,21,9,7,12,1,19,17.756.240,0,3,SP,BA,398,16049,213764,1205437,401.892,27,1.242,81,12,5,5,2,5
23,2,17,21,8,12,4,9,5,20,6,22,16,24,15,15.549.668,75,VIANA,SP,DF,427,15537,183545,984851,1.488.198,17,1.531,97,12,5,5,2,5
14,15,1,7,4,19,22,12,5,6,10,20,24,25,3,15.782.213,75,S?O PAULO,SP,RJ,517,19016,219239,1086654,329.495,59,1.120,56,12,5,5,2,5
16,8,17,2,20,7,6,12,18,1,10,19,14,24,9,17.571.391,25,0,AM,DF,672,14155,191662,1056793,1.800.682,99,1.177,84,12,5,5,2,5
12,3,16,23,7,25,22,1,4,6,24,14,13,9,15,17.492.985,0,27,SC,BA,481,16892,221428,1230987,250.591,53,1.374,1,12,5,5,2,5
14,1,11,19,15,5,13,24,9,12,7,6,10,8,21,17.745.471,25,SANTANA,SC,MT,318,11117,210197,1104449,878.225,88,1.699,52,12,5,5,2,5
23,22,2,5,9,6,3,14,13,21,16,17,11,20,25,17.489.780,0,VIT?RIA DA CONQUISTA,SP,CE,645,19588,223824,1184092,383.866,49,1.046,40,12,5,5,2,5
11,14,1,9,19,4,12,24,6,8,10,25,17,15,23,18.374.512,50,JAGUAR?,MG,MG,589,22476,251909,1273880,510.071,24,1.141,97,12,5,5,2,5
23,2,18,25,14,1,21,11,9,8,20,7,4,5,10,16.938.465,0,GOI?NIA,MG,PR,605,20584,235562,1184553,696.075,80,1.011,46,12,5,5,2,5
9,20,24,2,11,14,15,16,5,25,6,12,22,23,3,18.370.201,25,CAMPO GRANDE,PR,DF,482,18859,235113,1203273,417.112,7,1.521,54,12,5,5,2,5
20,19,16,5,8,3,25,14,12,10,22,11,2,6,24,18.657.858,75,GRAVAT?,SE,MA,1615,32934,303814,1274917,74.116,89,383,28,12,5,5,2,5
16,18,4,8,12,13,20,14,1,25,21,5,23,15,22,17.887.972,50,CLEVEL?NDIA,SP,RJ,431,16472,217357,1260341,520.306,74,1.591,92,12,5,5,2,5
14,17,19,15,7,5,11,24,23,2,16,4,10,6,3,17.608.676,25,Curitiba,RJ,SP,519,18529,225802,1185113,389.910,27,1.320,91,12,5,5,2,5
22,24,21,8,20,3,23,4,14,25,11,9,2,10,19,17.978.643,75,UMUARAMA,CE,BA,1126,17604,209344,1237028,269.565,6,631,38,12,5,5,2,5
7,22,19,18,3,4,1,2,10,14,23,5,6,12,9,16.400.607,50,CABO FRIO,MG,PR,629,22633,234740,1275273,167.349,73,818,63,12,5,5,2,5
7,4,1,8,18,25,2,15,3,13,6,17,20,19,23,16.477.340,0,RIO DE JANEIRO,MG,SP,3650,16529,214200,1213359,267.737,75,161,21,12,5,5,2,5
23,2,20,14,25,19,6,9,1,11,13,24,10,16,12,18.039.021,25,NATAL,SP,GO,656,19164,219599,1203128,817.920,91,1.096,11,12,5,5,2,5
19,6,7,17,20,15,11,25,13,16,18,3,4,10,2,17.368.430,0,NATAL,PR,TO,345,12679,194650,1132978,837.484,55,1.493,84,12,5,5,2,5
11,21,25,1,7,5,20,9,10,18,16,6,4,19,15,18.428.811,25,CACHOEIRINHA,BA,BA,517,20035,218275,1224319,337.573,4,1.435,4,12,5,5,2,5
25,14,18,24,4,17,3,2,9,20,19,16,13,7,6,18.811.687,50,LAJEADO,BA,PB,451,16919,239217,1286223,208.026,73,1.622,0,12,5,5,2,5
11,25,16,3,15,18,4,5,2,9,10,7,1,8,23,18.770.717,50,NOVO HAMBURGO,BA,PR,612,19474,262227,1500058,672.945,71,966,66,12,5,5,2,5
13,18,5,1,21,6,4,24,11,22,12,3,7,19,20,18.783.558,75,PORTO ALEGRE,CE,DF,708,21665,250433,1272846,231.612,43,1.006,57,12,5,5,2,5
5,18,14,13,12,10,23,3,6,9,15,21,17,4,22,18.646.142,50,CRICI?MA,GO,GO,606,18987,218844,1235693,344.624,40,1.249,86,12,5,5,2,5
16,9,21,8,10,12,11,24,19,1,14,13,25,17,18,17.571.705,0,ALUM?NIO,RS,GO,352,13000,182856,1124962,583.268,77,1.529,55,12,5,5,2,1.645.684
13,4,21,2,9,20,3,19,24,6,18,23,11,25,5,17.942.240,0,CAMPINAS,GO,DF,559,20641,273823,1431531,612.444,66,963,17,12,5,5,2,5
1,22,10,24,14,20,21,16,7,19,25,18,9,8,17,18.726.688,75,COTIA,MG,SP,329,17278,190012,1087707,660.967,5,1.854,48,12,5,5,2,5
3,9,7,16,22,18,10,1,11,12,5,24,15,2,20,17.770.275,0,ITU,AM,PA,1345,30342,262698,1254138,170.295,80,445,23,12,5,5,5,5
18,2,5,16,21,6,11,9,13,1,19,24,22,8,17,17.923.508,75,S?O JOS? DO RIO PRETO,MS,ES,538,17838,210919,1198126,0,1.344,56,12,5,5,2,2,5
10,17,11,23,8,15,12,6,13,9,14,7,1,21,16,24.481.728,75,S?O PAULO,PR,CE,664,18552,266592,1542831,1.360.692,32,1.612,86,12,5,5,2,5
25,12,20,5,21,17,9,8,4,14,13,2,18,7,19,17.058.010,0,S?O PAULO,SC,PR,780,21614,241710,1244871,265.527,67,748,17,12,5,5,2,5
21,7,25,19,10,17,14,9,15,3,22,8,13,20,23,17.676.410,0,S?O PAULO,SP,MG,531,19677,259631,1345575,1.307.191,51,1.082,8,12,5,5,2,5
12,3,18,17,6,4,8,11,14,23,19,21,25,22,1,184.038.946,25,4,BA,DF,7312,217355,2405881,12609108,1.107.491,15,950,3,12,5,5,2,5
1,9,13,12,21,16,10,7,24,15,14,18,5,2,6,16.340.968,75,CAITIT?,MG,DF,529,20127,219556,1173802,441.240,97,1.099,91,12,5,5,2,5
11,14,25,23,6,20,13,8,24,3,16,18,12,10,5,21.839.597,50,BELO HORIZONTE,SC,DF,1216,41600,399445,1612147,348.758,66,504,27,12,5,5,2,5
4,5,16,7,24,11,1,12,21,14,2,9,13,18,10,22.536.213,75,FONTOURA XAVIER,MG,RJ,789,40298,311297,1651649,212.195,77,945,73,12,5,5,2,5
5,6,16,13,2,12,17,22,8,4,21,11,18,3,19,20.886.370,0,7,RJ,AC,2656,21500,273772,1429577,258.859,9,299,88,12,5,5,2,5
24,15,22,5,8,6,1,23,16,25,13,21,4,7,3,20.473.332,50,LARANJEIRAS DO SUL,SP,BA,529,18110,247759,1386724,464.123,27,1.542,61,12,5,5,2,5
19,14,24,4,6,20,5,1,9,17,21,16,12,13,22,20.383.113,75,Florian?polis,SP,BA,980,22313,253805,1297377,317.066,8,853,28,12,5,5,2,5
9,19,25,5,12,24,16,20,11,2,22,21,14,23,6,19.957.588,75,CAMPINAS,SP,MS,607,22665,244599,1331433,359.474,45,1.301,57,12,5,5,2,5
16,14,1,6,7,2,24,17,10,4,20,21,12,18,3,19.443.263,75,MOGI DAS CRUZES,PA,PE,502,20532,241227,1300020,349.978,92,1.532,23,12,5,5,2,5
1,4,18,20,7,12,22,2,11,15,25,21,5,9,3,19.846.927,50,OSASCO,RJ,RJ,604,20840,249984,1392852,425.868,23,1.239,70,12,5,5,2,5
15,1,6,25,14,13,23,21,22,4,17,20,8,9,11,19.782.530,0,S?O PAULO,RR,GO,781,21183,246810,1332274,441.188,11,993,23,12,5,5,2,5
11,23,15,14,7,3,19,18,9,16,17,6,4,10,24,19.823.418,75,3,SP,GO,516,20536,221115,1281293,946.534,38,1.612,63,12,5,5,2,5
2,23,4,9,15,1,20,3,10,19,11,7,18,17,21,20.611.673,75,CASCAVEL,MG,BA,635,25422,300656,1559672,1.525.545,3,1.056,1,12,5,5,2,5
13,18,14,24,19,15,10,22,21,8,16,3,4,11,9,19.458.092,50,BAURU,DF,MG,622,20589,241750,1310749,869.573,18,1.229,3,12,5,5,2,5
4,11,6,21,7,5,12,3,10,17,2,8,25,19,22,19.708.068,75,6,MG,RJ,416,18161,250337,1355925,346.419,90,1.281,14,12,5,5,2,5
17,4,25,16,22,11,23,21,2,10,20,8,6,9,3,20.295.466,25,BACABAL,SP,AM,334,15293,212557,1271457,2.048.091,22,1.886,77,12,5,5,2,5
11,7,9,20,19,5,3,4,2,18,14,16,21,13,25,16.770.608,75,MARING?,DF,AM,563,19553,237192,1209535,444.090,24,1.040,16,12,5,5,2,5
16,17,20,18,5,1,4,12,24,3,10,22,19,11,9,19.134.560,0,RIO DE JANEIRO,PR,MA,349,14365,213655,1241095,1.852.893,52,1.633,59,12,5,5,2,5
15,18,6,9,1,17,8,12,19,20,3,21,10,23,24,19.973.570,0,RIBEIR?O PRETO,RS,ES,607,24331,249846,1361628,436.203,49,1.263,51,12,5,5,2,5
22,24,4,9,7,10,5,20,11,6,18,21,3,23,25,17.907.670,0,GUARULHOS,SE,AC,366,14198,200042,1193814,846.432,42,1.423,17,12,5,5,2,5
22,1,13,15,8,23,25,20,21,11,3,6,16,14,24,18.678.341,25,11,BA,BA,464,19035,283722,1277430,383.556,17,1.453,41,12,5,5,2,5
22,14,6,3,1,24,5,11,8,25,2,20,15,21,18,18.753.606,25,SORRISO,CE,MS,576,19978,265115,1335479,506.745,39,1.160,13,12,5,5,2,5
1,21,12,22,6,4,14,10,9,7,19,8,17,15,24,18.494.096,25,CAMPOS DOS GOYTACAZE,SP,MA,695,22636,246358,1242387,320.341,33,1.013,1,12,5,5,2,5
11,12,6,10,16,19,2,20,4,1,17,24,14,13,7,18.390.261,25,JAPERI,SP,PA,401,16544,229031,1232404,833.166,32,1.278,60,12,5,5,2,5
19,13,25,14,6,2,10,1,23,21,24,7,3,11,4,19.788.190,0,CATANDUVAS,SP,MG,2748,28191,286509,1487285,208.483,97,233,43,12,5,5,2,5
22,1,2,14,11,17,10,7,23,18,13,20,24,8,6,16.245.977,50,GUARUJ?,SP,BA,595,17352,208028,1115240,706.660,34,1.044,10,12,5,5,2,5
13,18,4,11,15,3,16,7,14,5,9,25,12,8,6,19.404.726,25,JA?,SP,SP,497,18888,270691,1285575,850.463,44,1.504,34,12,5,5,2,5
6,16,9,19,25,23,22,2,21,24,5,10,7,8,14,19.679.342,50,PRESIDENTE VENCESLAU,DF,BA,1621,12426,194099,1160041,301.389,4,572,8,12,5,5,2,5
12,22,9,24,20,11,7,10,21,2,6,8,17,13,1,18.979.775,0,S?O JOS? DOS CAMPOS,DF,PR,470,15691,232629,1299322,852.475,70,1.594,53,12,5,5,2,5
22,24,16,6,9,2,4,18,19,1,25,8,3,12,21,19.031.186,25,S?O PAULO,RJ,GO,1093,19962,247300,1311735,1.643.460,78,660,93,12,5,5,2,5
14,5,23,3,4,21,9,7,1,13,17,18,6,24,20,15.837.672,50,ARAGUA?NA,RS,DF,777,21758,231267,1182844,235.343,1,665,68,12,5,5,2,5
14,8,15,2,10,7,4,18,19,25,5,21,16,11,6,15.869.077,50,5,SP,GO,465,17205,201368,1073246,467.196,8,1.324,90,12,5,5,2,5
25,15,13,4,2,9,24,12,23,10,22,8,11,20,21,15.984.548,75,CUIAB?,SP,MG,375,15691,197747,1140552,455.001,24,1.600,0,12,5,5,2,5
3,21,9,13,24,6,4,17,12,7,22,14,18,23,25,18.957.911,25,PRESIDENTE GET?LIO,AM,DF,840,25278,304564,1414280,150.181,5,707,28,12,5,5,2,5
2,14,7,13,1,11,22,21,23,20,15,5,16,24,18,18.971.103,75,JOINVILLE,SP,BA,427,17867,232109,1333445,1.653.206,74,1.701,83,12,5,5,2,5
22,15,2,20,4,12,9,19,7,13,6,5,18,11,23,18.375.838,75,ITAPETININGA,CE,BA,716,21787,249776,1288046,190.392,10,935,7,12,5,5,2,5
15,3,20,9,13,7,17,11,1,24,25,5,12,16,19,19.163.553,75,3,MG,DF,1072,35064,328638,1390679,187.033,84,536,83,12,5,5,2,5
13,15,4,22,10,9,8,19,14,3,24,17,18,6,23,19.657.371,25,ALEGRETE,PI,ES,1095,30921,329251,1459402,135.213,85,542,78,12,5,5,2,5
7,8,13,19,20,6,24,22,10,11,12,16,15,5,1,19.621.093,75,NOVA EUROPA,SP,RJ,530,20786,251909,1331774,574.548,43,1.429,52,12,5,5,2,5
14,7,9,2,6,22,21,24,17,1,15,12,25,5,18,19.777.118,75,2,SP,BA,720,25051,262388,1339471,849.021,42,1.036,65,12,5,5,2,5
5,17,8,24,20,15,11,13,9,3,19,1,7,4,10,19.036.316,25,PRESIDENTE PRUDENTE,SP,RO,995,32986,343293,1586164,346.622,40,459,38,12,5,5,2,5
7,5,12,17,20,4,2,25,24,9,14,21,10,23,22,18.991.796,25,6,MS,BA,1174,32773,282394,1382535,107.871,93,525,5,12,5,5,2,5
25,23,12,18,8,15,5,11,16,9,3,22,13,7,14,19.884.807,50,CUIAB?,BA,RS,665,29090,284340,1483517,370.711,64,980,15,12,5,5,2,5
14,2,23,9,20,12,13,8,7,3,22,17,4,24,1,19.261.593,75,CURITIBA,SP,BA,1390,47471,315664,1506672,144.485,25,365,52,12,5,5,2,5
20,18,21,9,24,2,17,4,16,6,3,13,25,7,23,18.908.596,25,PROMISS?O,PR,SP,542,21222,254504,1323203,263.717,90,1.283,24,12,5,5,2,5
2,24,22,4,18,7,15,10,19,5,12,23,16,17,9,18.814.730,0,S?O BERNARDO DO CAMPO,BA,MG,888,26803,270089,1356413,1.458.533,1,721,97,12,5,5,2,5
19,1,5,3,22,2,14,12,9,20,11,17,21,23,4,18.894.196,25,S?O PAULO,MG,BA,503,19696,252244,1404744,375.122,75,1.311,24,12,5,5,2,5
6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,21.432.236,25,8,MS,BA,3312,23248,278379,1533006,137.174,65,236,67,12,5,5,2,5
13,16,11,14,4,18,22,3,8,17,20,12,15,19,2,18.167.571,25,FORTALEZA,RJ,RJ,504,17116,177777,1174300,360.234,73,1.570,88,12,5,5,2,5
23,8,6,17,14,25,21,13,12,10,19,11,5,20,7,21.157.848,75,CIANORTE,SC,BA,552,23908,279583,1512176,872.757,74,1.389,96,12,5,5,2,5
22,18,17,8,12,4,24,21,15,20,14,3,13,16,10,19.844.837,50,MORRETES,SP,DF,463,21800,281706,1399181,539.409,18,1.536,30,12,5,5,2,1.745.812
1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19.534.005,0,PORTO VELHO,GO,MG,1491,30893,264106,1286624,83.616,45,493,1,12,5,5,2,5
12,21,10,3,6,22,15,18,25,19,14,20,2,1,24,19.365.566,25,ITAQUI,MS,BA,634,16516,225118,1266871,915.764,38,1.269,82,12,5,5,2,5
21,9,18,20,10,1,14,22,12,19,24,15,16,5,7,20.220.847,50,S?O BERNARDO DO CAMPO,MT,BA,1029,27316,277192,1409828,276.720,60,709,24,12,5,5,5,5
4,7,6,5,15,22,13,3,16,23,1,24,20,14,9,19.601.950,0,PIRACICABA,SP,MA,1040,20930,249120,1313774,0,737,87,12,5,5,2,2,5
24,6,2,20,11,25,9,3,12,7,22,1,23,10,18,30.205.492,50,3,SP,GO,780,30264,372775,2076704,1.471.047,16,1.503,14,12,5,5,2,5
19,12,13,7,6,18,3,16,10,8,22,17,9,1,21,19.504.476,25,CARAPICUIBA,MS,BA,464,17351,229223,1308420,599.333,56,1.703,29,12,5,5,2,5
9,6,4,12,18,11,24,2,10,20,17,14,22,19,15,19.523.170,0,TIET?,SP,BA,783,26432,287528,1428594,296.150,96,831,26,12,5,5,2,5
11,4,21,8,14,10,1,2,15,19,13,23,6,16,22,20.240.820,0,3,SP,BA,781,23337,258572,1335140,1.814.272,50,1.021,10,12,5,5,2,5
4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19.880.980,0,SALVADOR,PE,MG,1392,43614,417821,1647955,82.614,29,286,96,12,5,5,2,5
16,17,1,25,7,15,12,24,18,9,11,21,14,2,22,19.272.168,75,LINHARES,PR,BA,497,21639,230443,1301971,865.822,37,1.531,51,12,5,5,2,5
7,18,1,4,20,17,3,19,11,21,13,23,10,2,5,20.231.166,25,5,RS,PR,635,25378,316292,1619570,672.939,33,931,64,12,5,5,2,5
13,24,14,10,25,9,2,8,1,18,12,23,17,22,20,20.258.027,50,CUIAB?,RS,GO,1002,29104,308448,1543385,204.938,93,629,32,12,5,5,2,5
3,23,18,13,17,21,1,7,2,5,15,8,20,16,6,19.890.783,75,GUARULHOS,SP,RJ,705,22656,321143,1444547,296.247,69,923,53,12,5,5,2,5
15,3,19,20,25,2,21,23,1,12,6,14,5,11,16,20.557.996,25,SANTO ANDR?,SP,BA,450,18347,254800,1404566,611.929,55,1.255,24,12,5,5,2,5
21,4,16,10,9,3,2,19,8,11,12,17,23,1,15,19.036.435,0,S?O PAULO,SP,MS,538,18518,235827,1320821,417.122,63,1.363,20,12,5,5,2,5
11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,19.522.973,75,13,AC,RJ,1333,32443,307032,1422788,140.876,7,464,54,12,5,5,2,5
22,3,18,8,12,20,7,5,21,2,4,17,23,1,10,19.968.448,75,VIT?RIA,MS,BA,495,21377,276435,1469227,394.426,32,1.401,0,12,5,5,2,5
7,12,20,21,18,9,5,2,15,24,3,19,11,16,13,19.793.913,75,MONTIVIDIU,PA,DF,964,28119,294854,1434495,300.401,49,684,87,12,5,5,2,5
1,21,20,13,9,6,14,22,15,18,5,16,10,19,23,18.898.463,75,SERRAN?POLIS,SP,MG,429,14862,202882,1235781,916.666,52,1.314,93,12,5,5,2,5
25,9,10,21,3,22,18,5,16,7,8,4,24,1,14,19.641.053,75,ALFENAS,SP,BA,377,16077,230634,1280395,1.861.269,70,1.519,10,12,5,5,2,5
21,18,9,11,16,14,8,23,6,22,3,7,13,2,1,19.378.468,75,BELO HORIZONTE,SP,SP,795,31343,252290,1342968,320.281,55,885,42,12,5,5,2,5
7,2,23,4,14,13,20,17,10,9,12,22,11,21,1,19.310.845,0,MURIA?,MG,PR,844,28269,304887,1469479,1.341.782,52,698,8,12,5,5,2,5
16,11,9,22,1,13,19,14,25,7,18,17,2,15,23,20.086.470,0,CAMPO GRANDE,PA,DF,603,22967,290357,1511182,378.225,98,1.102,84,12,5,5,2,5
1,6,7,12,19,11,20,16,24,18,14,23,5,15,21,17.100.081,25,RECIFE,AM,AM,359,14279,199800,1100769,545.681,26,1.403,8,12,5,5,2,5
10,14,19,1,16,9,25,15,6,5,12,3,8,21,23,19.800.512,50,RECIFE,RS,MG,2355,38656,314914,1420132,78.561,19,263,94,12,5,5,2,5
4,25,5,11,24,17,20,7,10,19,6,9,8,23,16,18.760.833,75,RIO DE JANEIRO,SP,PA,359,12107,165118,1051937,2.116.472,26,1.813,99,12,5,5,2,0
2,6,22,13,24,19,14,25,1,18,11,23,17,3,8,19.538.588,75,FONTOURA XAVIER,SP,MG,770,24707,292093,1466052,360.165,3,822,41,12,5,5,2,5
19,8,15,16,2,23,11,4,20,3,1,17,9,18,10,20.665.512,50,JOS? BONIF?CIO,PR,BA,497,25063,210613,1307180,676.809,17,1.257,4,12,5,5,2,5
12,4,9,24,11,14,17,2,22,5,19,15,1,6,20,19.793.677,50,3,SP,RS,978,31287,287029,1328912,324.368,94,728,93,12,5,5,5,5
23,4,2,6,3,10,20,11,8,17,16,13,18,14,1,18.965.438,75,MARING?,MG,GO,651,22781,284856,1457907,1.362.548,79,920,12,5,5,2,2,5
13,4,18,17,7,14,12,23,16,6,21,24,22,8,3,20.123.827,50,S?O PEDRO DO TURVO,MG,SP,1715,34728,331040,1400205,87.481,6,381,16,12,5,5,2,5
8,2,23,3,13,17,12,6,21,10,20,18,14,19,4,19.649.196,25,7,SP,BA,1342,32252,343553,1567286,91.359,69,389,1,12,5,5,2,5
15,13,21,19,25,20,7,6,12,14,9,18,23,4,22,19.459.795,0,CAMPO GRANDE,GO,SP,426,17119,229142,1313118,892.605,72,1.289,43,12,5,5,2,5
14,12,7,22,18,21,4,9,11,5,19,24,10,17,20,19.871.846,25,FLORIAN?POLIS,MG,ES,1038,28915,304527,1416116,302.397,83,640,27,12,5,5,2,5
11,20,9,25,17,18,1,12,24,5,15,21,6,10,23,20.049.066,25,GUARUJ?,RJ,MG,664,22465,255746,1402241,342.185,59,1.132,61,12,5,5,2,5
8,10,24,19,6,7,20,18,16,9,17,2,13,21,25,19.572.836,25,SANTO ANDR?,SP,ES,581,18105,169263,1120352,539.435,8,1.632,45,12,5,5,2,5
21,1,15,18,9,2,19,14,22,20,3,12,24,8,13,20.209.668,75,S?O PAULO,GO,SC,948,24745,285265,1441405,202.302,78,750,41,12,5,5,2,5
10,12,4,23,25,9,2,1,6,16,20,22,13,21,8,19.573.275,0,TAUBAT?,GO,ES,596,19358,241718,1324805,584.433,78,1.293,9,12,5,5,2,5
25,20,12,21,19,15,24,5,10,23,3,7,13,1,17,19.300.711,25,1,MG,BA,2584,53020,387511,1527477,41.088,66,160,75,12,5,5,2,5
7,1,15,10,21,14,16,24,6,11,22,9,3,8,19,20.197.378,75,2,MG,MG,403,15449,212827,1273755,1.012.165,5,1.545,58,12,5,5,2,5
6,25,7,17,14,12,18,11,1,2,9,19,8,24,10,19.157.536,25,MAR?LIA,MG,BA,721,18286,219452,1311274,1.742.177,90,1.062,12,12,5,5,2,5
17,10,20,24,11,6,12,23,5,2,8,15,4,7,25,18.448.298,75,1,MS,MS,604,20620,238845,1238195,325.172,9,1.183,21,12,5,5,2,5
24,23,20,6,9,17,3,25,16,2,11,5,22,21,15,13.005.620,0,4,MT,SE,316,11848,144759,827375,316.751,59,1.762,42,12,5,5,2,5
13,14,21,3,7,12,18,4,11,25,20,5,22,8,23,18.554.671,25,JOINVILLE,PA,MG,468,20115,249230,1360628,743.572,13,1.396,77,12,5,5,2,5
