Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecadacao_Total,Ganhadores_15_N·meros,Cidade,UF,Ganhadores_14_N·meros,Ganhadores_13_N·meros,Ganhadores_12_N·meros,Ganhadores_11_N·meros,Valor_Rateio_15_N·meros,Valor_Rateio_14_N·meros,Valor_Rateio_13_N·meros,Valor_Rateio_12_N·meros,Valor_Rateio_11_N·meros,Acumulado_15_N·meros,Estimativa_Premio,Valor_Acumulado_Especial,outros1,outros2
10,23,21,7,14,15,17,8,12,4,5,24,13,18,9,17.620.751,25,JO?O PESSOA,BA,MT,552,21395,258936,1319433,236.490,57,1.101,66,12,5,5,2,5
13,3,22,4,25,20,19,6,9,24,21,17,2,14,1,17.382.216,25,PORTO VELHO,GO,PI,921,19962,225349,1190896,808.008,0,1.074,26,12,5,5,2,5
7,24,16,1,2,17,14,8,10,20,12,6,9,23,18,17.908.335,0,PORTO ALEGRE,MG,BA,367,15698,200568,1148222,934.301,32,2.182,10,12,5,5,2,5
8,11,18,20,25,1,4,9,22,23,14,13,16,17,24,17.263.437,50,2,SP,BA,410,16469,214203,1182087,1.649.889,50,1.724,62,12,5,5,2,5
7,18,12,9,8,21,14,5,17,15,23,10,20,19,1,17.495.488,75,CENTRALINA,AL,MG,861,18470,244201,1257223,190.268,59,1.082,37,12,5,5,2,5
14,7,25,5,24,4,20,17,21,3,18,22,12,10,1,16.659.952,50,3,BA,RJ,799,22708,236911,1159379,363.422,60,1.113,91,12,5,5,2,1.673.214
19,14,16,1,7,11,5,10,21,23,2,20,22,13,9,17.387.301,25,GOI?NIA,BA,SC,686,19343,226706,1195704,201.461,22,1.438,40,12,5,5,2,5
1,4,18,21,23,25,12,24,10,19,9,20,2,14,17,16.215.326,25,S?O PAULO,DF,MG,604,20649,244953,1235083,314.489,59,1.275,13,12,5,5,2,5
7,12,15,6,2,3,17,9,11,21,10,20,4,13,18,17.128.428,75,2,DF,MG,715,18107,220613,1249894,755.984,7,1.294,67,12,5,5,5,5
3,22,16,8,13,14,24,5,18,21,20,1,7,19,2,17.075.622,50,BELO HORIZONTE,DF,BA,426,15885,219713,1121876,0,1.683,32,12,5,5,2,2,5
6,20,12,3,1,4,23,5,9,19,7,22,16,24,11,21.212.081,25,2,ES,SP,549,22041,247821,1352794,3.849.193,68,1.698,66,12,5,5,2,5
9,19,3,14,24,12,15,21,17,23,7,4,1,20,2,17.170.655,0,OSASCO,GO,BA,1484,35027,318247,1357895,174.322,76,431,51,12,5,5,2,5
24,6,7,12,21,1,9,17,18,4,20,15,19,10,23,18.883.245,0,2,GO,DF,696,26403,308783,1310061,387.484,25,1.363,42,12,5,5,2,5
5,20,16,4,1,9,7,17,3,14,15,21,11,19,10,17.996.462,50,S?O PAULO,MA,GO,597,19734,269743,1352743,1.442.873,72,1.479,71,12,5,5,2,5
1,14,10,5,15,9,25,12,13,2,7,17,24,21,8,18.093.071,25,4,MA,BA,484,19068,258278,1433615,1.396.811,92,1.236,85,12,5,5,2,5
15,16,4,9,13,6,1,20,5,18,17,7,8,21,2,17.468.788,75,BELO HORIZONTE,MG,BA,296,12319,188348,1093798,945.550,1,2.738,8,12,5,5,2,5
19,25,7,6,18,17,12,16,13,1,2,8,22,24,20,17.913.306,25,RIO DE JANEIRO,MG,GO,424,14729,191379,1107683,649.261,12,1.968,78,12,5,5,2,5
20,10,18,21,14,5,2,1,15,12,22,23,4,19,3,16.837.821,25,MOGI DAS CRUZES,MG,MG,1211,14428,180764,1141748,340.385,74,860,44,12,5,5,2,5
25,3,11,15,5,24,12,6,19,4,20,18,7,16,21,17.476.781,25,4,MG,BA,409,12619,167577,1045766,2.000.714,60,2.096,46,12,5,5,2,5
21,5,15,13,16,9,22,10,19,14,6,17,8,2,24,17.007.736,25,DIADEMA,MG,RJ,537,17762,206388,1132891,208.278,57,1.329,79,12,5,5,2,5
11,24,22,2,20,10,14,1,7,3,12,23,18,25,16,16.725.980,0,GUARUJ?,MG,BA,738,22769,237282,1175010,144.750,16,1.200,84,12,5,5,2,5
6,19,20,16,18,25,14,12,22,1,21,11,13,23,5,16.261.996,25,ARAGUA?NA,MG,BA,236,11996,178066,985987,895.020,7,3.250,68,12,5,5,2,5
15,21,3,16,13,5,8,24,9,22,19,12,17,10,18,17.045.955,0,8,MG,BA,562,19209,243515,1221767,488.591,66,1.117,78,12,5,5,2,5
15,21,25,6,12,10,8,13,18,16,19,17,9,23,11,17.120.801,25,BRUMADO,MS,ES,458,15938,223371,1245607,761.051,27,1.424,30,12,5,5,2,5
8,16,15,4,3,2,22,10,19,1,23,5,21,18,12,17.464.837,50,ARACRUZ,PA,SC,507,23593,209147,1185808,828.762,36,1.401,12,12,5,5,2,5
10,8,21,19,22,6,16,4,23,7,15,12,1,14,13,16.988.640,0,CAN?POLIS,PR,BA,397,14876,185023,1069786,904.717,13,1.953,33,12,5,5,2,5
6,7,14,24,17,20,19,13,10,1,8,21,3,5,12,16.920.325,0,CAMPO GRANDE,PR,PE,872,22931,240902,1207526,359.931,80,1.010,85,12,5,5,2,5
6,21,13,12,8,7,16,10,9,25,1,4,17,14,24,16.594.732,50,RECIFE,PR,MT,305,12594,181480,1062602,438.982,21,2.467,35,12,5,5,2,5
11,19,4,9,18,23,13,21,2,25,14,6,12,17,15,18.138.043,75,BRA?O DO NORTE,RJ,RO,1077,29297,302521,1395685,160.241,6,728,74,12,5,5,2,5
12,8,18,17,25,23,3,10,7,19,21,9,15,13,11,17.750.496,25,PARAGUA?U PAULISTA,RJ,AC,1168,62827,372211,1556302,125.093,87,327,85,12,5,5,2,5
11,4,7,17,14,19,18,1,9,23,3,16,21,24,8,14.957.256,25,5,RS,BA,798,22000,207198,1075231,1.266.644,4,971,79,12,5,5,2,5
7,21,23,14,6,10,2,5,11,19,22,20,8,3,15,15.560.160,0,SALVADOR,SC,MG,441,13027,167793,961223,562.616,10,1.640,28,12,5,5,2,5
1,8,13,17,14,15,20,16,18,24,9,23,7,5,10,17.010.930,0,SALVADOR,SE,BA,450,16309,225856,1231405,502.480,27,1.435,66,12,5,5,2,5
25,7,12,4,24,18,11,17,6,3,19,22,8,16,2,16.759.508,75,BRAS?LIA,SP,BA,631,19089,224945,1110458,226.653,62,1.077,59,12,5,5,2,5
1,5,13,21,20,19,7,18,23,11,17,10,9,4,12,17.042.682,50,Florian?polis,SP,BA,980,29881,334590,1495137,210.422,78,525,83,12,5,5,2,5
25,17,4,14,5,11,18,19,23,12,24,1,7,13,20,18.022.215,0,1,SP,GO,434,17732,261699,1400021,711.241,44,1.404,69,12,5,5,2,1.887.316
4,25,21,23,13,6,12,9,10,3,2,24,8,22,20,18.537.077,50,3,SP,MG,359,13955,218339,1203285,634.634,41,2.272,86,12,5,5,2,5
9,20,15,6,16,19,11,3,1,13,10,21,4,18,14,18.154.162,50,ITAPERUNA,SP,PR,504,16570,219440,1203971,900.878,9,1.532,11,12,5,5,2,5
20,7,2,16,14,11,8,21,17,19,1,10,23,4,15,17.905.920,0,S?O JOS? DOS CAMPOS,SP,BA,796,24433,242703,1214464,543.400,89,1.253,87,12,5,5,5,5
19,16,18,22,20,5,8,17,1,9,3,14,15,6,10,17.841.922,50,3,SP,GO,315,14618,190335,1147118,0,2.567,78,12,5,5,2,2,5
23,24,15,14,6,10,11,25,13,3,4,5,1,9,20,21.962.933,75,MAU?,BA,PR,622,22988,295679,1649560,934.664,56,1.275,61,12,5,5,2,5
11,2,23,18,25,20,7,14,13,16,9,6,15,3,10,17.492.418,75,S?O PAULO,ES,MG,627,24729,241352,1268817,368.981,88,1.441,19,12,5,5,2,5
6,8,7,21,17,19,25,10,24,15,12,11,5,1,9,15.604.147,50,7,GO,GO,441,17892,227692,1213860,403.768,38,1.177,17,12,5,5,2,5
11,19,8,10,25,22,20,12,17,7,23,9,3,18,2,17.221.717,50,SALVADOR,BA,AL,570,21506,266520,1246576,200.409,7,1.054,79,12,5,5,2,5
5,1,14,16,8,3,17,10,25,2,18,9,11,22,24,14.817.326,25,CASCAVEL,GO,CE,423,16975,175807,973590,293.731,66,1.488,0,12,5,5,2,5
5,14,3,19,1,7,12,18,22,25,11,21,15,4,20,17.958.260,0,BELO HORIZONTE,MG,PI,367,15591,215022,1217684,879.761,64,2.054,72,12,5,5,2,5
12,5,24,16,9,20,2,23,21,13,6,18,7,22,4,17.844.896,25,TENENTE PORTELA,RJ,RJ,880,25267,242911,1212629,806.835,12,1.122,68,12,5,5,2,5
9,11,25,17,16,18,10,19,5,6,8,22,1,23,3,17.975.823,75,BALNE?RIO CAMBORI?,SP,BA,446,18792,264016,1311553,1.508.680,72,1.449,73,12,5,5,2,5
12,9,13,10,25,16,14,3,20,1,7,19,11,5,6,18.226.795,0,ATIBAIA,SP,SP,412,17057,233981,1391101,1.549.579,97,1.611,91,12,5,5,2,5
9,18,25,12,5,7,10,1,8,6,11,2,23,22,13,17.444.588,75,4,DF,RS,380,15543,202872,1287103,531.250,27,1.797,46,12,5,5,2,5
8,6,23,13,22,12,19,20,2,15,4,21,16,5,10,17.852.702,50,BLUMENAU,PE,MT,1056,25773,261450,1219712,173.128,62,903,38,12,5,5,2,5
15,1,7,25,9,12,13,18,14,2,24,22,6,19,20,17.009.950,0,S?O JOS? DO RIO PRETO,SP,SP,506,18012,211005,1136698,549.733,20,1.396,84,12,5,5,2,5
5,21,25,2,18,4,14,23,7,11,3,13,16,17,10,16.825.062,50,S?O PAULO,AL,BA,672,22418,238557,1242808,692.423,30,1.261,70,12,5,5,2,5
3,25,14,16,6,2,18,8,22,12,24,10,7,23,15,17.796.427,50,2,BA,PE,534,21419,252623,1205679,805.752,9,1.293,35,12,5,5,2,5
20,19,16,17,25,9,22,24,12,21,15,3,18,5,7,17.785.061,25,CAXIAS DO SUL,BA,PA,523,19073,242004,1275101,521.465,47,1.281,94,12,5,5,2,5
19,13,10,18,25,23,1,14,8,3,16,7,5,2,17,17.846.505,0,3,DF,GO,577,22142,288028,1426372,420.262,1,1.337,79,12,5,5,2,5
23,14,19,4,11,1,7,16,20,12,9,2,25,15,10,18.265.415,0,PO?,GO,BA,776,24054,258435,1294077,786.997,78,1.241,84,12,5,5,2,5
10,22,2,16,13,1,25,21,14,7,15,4,6,8,12,17.676.073,75,SANTOS,GO,PR,333,16464,193384,1130653,926.468,20,2.384,73,12,5,5,2,5
13,6,18,4,16,8,2,3,14,9,23,5,21,19,20,18.059.522,50,2,MG,BA,513,19827,228178,1252332,840.371,73,1.404,13,12,5,5,2,875.720
9,23,2,15,3,10,25,7,18,1,19,6,17,13,16,17.388.851,25,APARECIDA DE GOI?NIA,MS,PR,529,20136,283214,1383199,413.013,65,1.434,1,12,5,5,2,5
2,10,5,13,7,22,6,25,20,23,16,12,11,14,17,18.022.913,75,3,PA,GO,550,18083,220899,1226595,1.732.890,56,1.350,30,12,5,5,2,2.013.689
16,1,18,6,22,5,12,9,7,11,20,19,17,23,13,18.406.226,25,ITIRAPU?,PI,MG,425,16100,234811,1334543,1.661.393,86,1.675,36,12,5,5,5,5
19,7,11,17,1,8,2,23,4,20,24,22,25,21,12,9.204.536,25,SANTO ANDR?,PR,DF,242,9713,116484,624296,0,1.550,86,12,5,5,2,2,5
9,6,16,15,1,22,2,25,21,18,10,17,24,12,19,18.926.433,75,0,PR,GO,343,15129,207683,1239087,1.419.332,30,2.452,66,12,5,5,5,5
14,3,19,22,24,21,4,2,15,5,25,10,16,7,1,18.511.731,25,4,RJ,BA,327,13164,185941,1177952,0,2.639,17,12,5,5,2,2,5
2,22,4,12,9,1,20,7,19,6,5,21,24,17,13,23.159.470,0,CAMPO GRANDE,RJ,AM,1435,34894,357814,1689262,641.554,45,783,17,12,5,5,2,5
19,21,8,17,14,3,1,7,18,9,13,20,25,4,23,18.888.180,0,RIO DE JANEIRO,SC,GO,1203,34886,333691,1516821,197.456,25,602,95,12,5,5,2,5
10,16,18,21,14,7,6,12,20,1,5,11,15,22,19,17.993.913,75,S?O PAULO,SE,GO,450,16122,213960,1171772,607.601,77,1.736,0,12,5,5,2,5
3,2,9,25,16,22,5,10,24,8,12,20,15,6,1,18.107.711,25,4,SP,BA,700,25271,269094,1261576,515.408,29,1.352,38,12,5,5,2,5
3,13,17,5,7,11,10,15,6,9,2,4,21,18,12,17.831.217,50,ITABIRITO,RJ,MT,2177,18926,275820,1304035,291.391,81,409,74,12,5,5,2,5
2,11,5,15,8,3,20,10,1,4,9,23,25,12,22,19.257.096,25,BALNE?RIO CAMBORI?,SP,RS,475,18049,250782,1419371,844.970,17,1.524,76,12,5,5,2,5
24,18,5,7,4,21,2,20,12,11,17,1,9,6,16,19.187.226,25,SANTA CRUZ DO RIO PARDO,SP,RS,491,18521,251634,1273538,308.089,47,1.613,50,12,5,5,2,5
3,14,23,16,24,13,6,15,11,2,10,8,17,22,1,19.122.860,0,3,SP,SP,546,18552,228447,1243048,642.873,99,1.513,83,12,5,5,2,5
9,2,11,7,24,8,19,5,17,13,1,3,23,21,4,18.190.837,50,PARACATU,SP,BA,1355,44982,395051,1581102,148.682,17,335,9,12,5,5,2,5
23,25,6,10,2,17,1,14,15,3,21,4,22,12,24,18.791.143,75,S?O JOS? DOS CAMPOS,SP,MG,320,14807,216494,1245786,476.485,44,2.552,60,12,5,5,2,5
19,10,13,7,8,18,2,25,9,4,22,15,3,11,23,11.499.612,50,7,MG,PR,673,19084,200567,980620,167.714,18,610,29,12,5,5,2,5
7,21,12,17,25,1,2,14,9,19,6,5,15,22,4,16.064.847,50,BRAS?LIA,MT,BA,1332,31880,290092,1271027,125.261,15,460,6,12,5,5,2,5
6,22,20,13,2,17,18,7,24,12,1,14,25,4,23,18.093.281,25,BELO HORIZONTE,RJ,SP,638,21857,246268,1306143,782.676,15,1.502,16,12,5,5,2,5
16,2,10,17,9,3,13,18,14,20,7,21,19,8,5,19.423.947,50,IGARASSU,RJ,BA,450,17567,246877,1322228,619.149,60,1.769,0,12,5,5,2,5
24,10,13,6,16,25,11,21,8,22,17,14,1,20,4,19.175.585,0,CAXIAS DO SUL,SE,BA,762,21365,229826,1156578,506.328,0,1.139,9,12,5,5,2,5
22,2,8,7,12,23,20,24,6,3,25,9,21,10,18,19.343.490,0,TUBAR?O,SP,MG,388,15770,204945,1230298,1.033.224,45,2.282,53,12,5,5,2,5
21,9,15,20,5,22,3,19,12,4,10,18,2,11,14,19.057.636,25,S?O BERNARDO DO CAMPO,SP,GO,661,22824,226188,1264483,622.554,76,1.210,93,12,5,5,2,5
1,4,11,19,5,8,18,9,24,7,13,6,20,22,12,19.323.945,0,5,SP,RS,593,19681,253091,1313774,909.031,24,1.313,95,12,5,5,2,5
3,1,4,13,6,21,19,20,25,12,10,16,23,14,2,18.490.957,50,FELIXL?NDIA,AC,AM,576,18740,229516,1271739,584.469,17,1.304,62,12,5,5,2,5
18,2,9,7,25,19,22,13,6,4,20,23,16,17,21,18.934.031,25,Montes Claros,BA,MG,464,17743,224856,1262268,939.050,68,1.734,70,12,5,5,2,5
2,3,18,4,21,24,14,13,19,9,11,1,16,23,25,18.027.241,25,MACA?,GO,DF,526,21710,236658,1330081,773.114,35,1.259,83,12,5,5,2,5
21,22,12,4,10,8,6,19,2,16,9,20,1,5,24,18.575.582,50,OSASCO,PR,ES,492,19883,262917,1264562,338.323,82,1.473,54,12,5,5,2,5
1,16,9,21,14,3,18,4,22,5,23,20,11,19,13,18.748.852,50,2,SC,BA,466,19194,261859,1323769,831.638,1,1.529,69,12,5,5,2,5
11,2,18,19,24,16,9,21,22,6,13,3,7,8,20,19.364.543,75,MOCOCA,SP,MT,495,20270,239817,1348492,1.813.203,50,1.569,87,12,5,5,2,5
18,13,8,10,12,25,2,5,21,20,1,4,11,19,22,19.033.097,50,2,SP,BA,842,24625,278466,1446550,375.056,78,1.090,86,12,5,5,2,1.208.118
24,10,19,8,16,13,2,9,17,7,21,22,4,23,1,19.199.963,75,CAMPINAS,SP,SP,447,19976,255454,1434460,545.294,64,1.568,44,12,5,5,2,5
12,9,6,21,7,5,18,24,8,13,15,14,3,2,22,18.873.666,25,1,RS,AM,568,20049,248830,1430441,793.104,27,1.196,84,12,5,5,2,5
25,19,23,21,4,11,16,20,9,22,10,8,13,18,5,19.082.591,25,1,MA,BA,818,23865,294008,1438491,371.838,0,1.113,23,12,5,5,5,5
1,17,23,6,25,15,5,3,9,21,18,19,14,10,20,14.887.541,25,3,MG,BA,503,17721,220793,1104937,0,1.470,50,12,5,5,2,2,5
19,9,14,20,22,18,6,23,4,8,11,7,17,13,25,19.174.908,75,Curitiba,MG,DF,523,19995,253649,1373952,972.342,3,1.400,36,12,5,5,2,5
20,8,9,22,13,19,2,21,6,10,15,16,4,11,18,18.443.550,0,S?O PAULO,MS,CE,1810,40540,359672,1392519,103.892,67,386,56,12,5,5,2,5
1,14,2,11,17,24,9,8,6,21,15,4,5,10,22,20.055.535,0,9,PB,AM,448,17292,224449,1323044,1.024.655,84,1.960,44,12,5,5,2,5
16,19,24,1,25,14,13,23,8,3,20,10,21,17,7,19.784.355,0,MUNHOZ DE MELO,PR,MA,690,24105,283145,1409638,242.743,91,1.507,72,12,5,5,2,5
13,5,15,10,14,25,18,6,4,20,1,24,8,17,19,18.956.600,0,BARRA MANSA,RS,ES,415,16114,220498,1262606,317.201,67,1.965,45,12,5,5,2,5
17,7,2,21,20,13,19,5,9,16,11,14,10,23,18,19.378.307,50,ALUM?NIO,AM,MG,825,34507,304760,1526942,168.907,38,1.002,78,12,5,5,2,5
16,3,20,1,19,17,22,13,12,23,14,21,7,8,2,19.678.717,50,DIADEMA,DF,RJ,777,22874,280435,1377295,346.044,31,1.363,34,12,5,5,2,5
25,20,12,13,16,3,7,19,22,17,14,1,2,18,23,19.180.050,0,GUARATINGUETA,DF,DF,814,47662,264054,1422803,727.610,86,1.094,53,12,5,5,2,1.854.288
20,13,21,19,11,25,5,14,8,2,15,7,24,10,23,19.679.015,0,JA?,GO,ES,667,25036,285756,1478659,1.579.836,12,1.450,14,12,5,5,2,5
3,18,8,14,15,5,22,9,20,7,25,11,23,2,13,19.064.847,50,LIMEIRA,MG,MG,1450,34748,327871,1554860,108.304,55,503,3,12,5,5,2,2.074.690
13,25,19,17,8,23,5,15,2,10,4,6,24,12,3,20.391.485,0,S?O PAULO,MS,BA,1799,34632,329281,1545390,165.150,47,505,84,12,5,5,5,4.735.656
6,4,17,7,23,24,14,25,9,21,11,15,1,5,10,20.202.058,75,3,RS,BA,494,20320,268288,1405228,0,1.608,70,12,5,5,2,2,5
23,3,8,12,10,24,6,9,20,1,15,11,4,5,19,25.567.515,0,Teresina,SC,AL,663,24827,316959,1777295,710.540,18,1.557,18,12,5,5,5,5
17,5,15,16,4,9,3,7,6,12,19,24,14,8,25,20.750.801,25,MONTE NEGRO,SP,AM,611,21890,253608,1343439,0,1.455,24,12,5,5,2,5,5
1,7,20,22,3,15,24,6,23,17,10,19,18,11,12,25.171.296,25,2,PR,MG,576,20131,269743,1619717,0,1.979,88,12,5,5,2,2,5
7,14,13,2,8,15,1,9,6,3,19,16,22,11,20,33.445.582,50,GOI?NIA,RJ,GO,741,27285,378957,2273297,1.008.663,25,1.928,8,12,5,5,2,5
13,4,21,19,2,6,24,17,9,16,22,5,23,11,7,21.499.566,25,2,RS,GO,1314,34032,354983,1576910,203.431,69,758,29,12,5,5,2,1.788.460
18,15,1,23,24,20,7,21,13,3,10,16,4,17,14,20.682.888,75,BRAS?LIA,SP,MG,709,23073,266563,1372907,661.652,63,1.199,85,12,5,5,2,3.888.596
21,3,13,2,17,7,15,22,24,14,20,6,18,12,25,20.585.658,75,3,MA,RO,495,18564,244730,1346151,519.467,64,1.799,3,12,5,5,2,5
12,24,11,6,7,14,4,16,1,25,2,18,15,20,21,20.593.937,50,S?O PAULO,MG,BA,564,18649,233643,1254042,739.710,75,1.686,27,12,5,5,5,5
13,15,10,4,17,25,8,6,24,3,20,19,21,18,5,20.717.900,0,S?O PAULO,PR,CE,543,28877,289600,1464384,0,1.411,57,12,5,5,2,5,5
11,25,15,1,13,9,20,24,23,10,17,7,12,16,2,23.795.260,0,3,PR,BA,1182,24993,315339,1719747,0,1.087,81,12,5,5,2,2,5
15,16,25,19,2,23,4,5,22,6,18,17,12,13,24,32.036.362,50,S?O JOS? DO RIO PRETO,RJ,PR,1441,31327,422759,2267424,2.264.469,72,1.234,18,12,5,5,2,5
1,18,21,20,14,7,25,10,22,15,8,12,23,17,13,21.563.226,25,S?O PAULO,SP,BA,545,23349,283376,1587363,1.869.250,25,1.469,92,12,5,5,2,5
10,9,18,20,8,13,5,19,12,11,7,4,14,22,24,21.943.457,50,2,SP,BA,627,28972,299696,1626828,365.698,86,1.249,83,12,5,5,2,2.034.976
11,21,24,19,4,10,15,1,9,2,6,17,23,12,25,21.000.068,75,BETIM,SP,ES,1852,40833,376528,1590546,78.253,87,465,65,12,5,5,2,5
2,17,4,15,10,13,11,9,12,14,20,8,5,19,7,21.624.552,50,2,DF,BA,935,28361,384735,1602321,264.187,73,1.037,95,12,5,5,2,5
10,3,14,11,23,2,16,22,20,24,18,19,25,15,8,20.870.623,75,S?O PAULO,MG,MG,466,18545,249044,1424551,677.614,26,1.869,57,12,5,5,5,5
13,7,5,2,11,22,23,15,4,17,24,14,3,10,16,21.438.686,25,2,SP,PR,447,19841,264790,1484860,0,1.951,8,12,5,5,2,2,5
25,15,19,24,6,12,21,16,5,8,13,4,10,2,20,26.809.987,50,PORTO ALEGRE,BA,SC,1898,44001,437502,1926601,152.453,75,671,36,12,5,5,2,5
16,12,2,19,25,10,6,1,13,7,5,8,15,23,11,21.765.088,75,3,MG,BA,695,25144,307365,1757520,408.645,24,1.439,94,12,5,5,2,5
23,2,19,18,3,15,20,12,9,5,21,7,10,25,24,19.627.842,50,S?O PAULO,SE,BA,1029,29255,311672,1534522,201.575,83,839,54,12,5,5,2,5
22,11,10,17,15,14,20,2,21,13,19,8,12,7,18,21.204.228,75,S?O PAULO,BA,MG,527,22138,299828,1562572,596.431,89,1.455,11,12,5,5,2,5
3,6,8,9,19,13,21,4,18,12,20,7,22,16,14,21.701.171,25,1,BA,BA,762,25279,288785,1486849,332.843,41,1.123,21,12,5,5,2,5
4,18,6,14,15,16,23,11,19,2,8,7,3,10,12,21.267.476,25,1,BA,GO,886,22911,271627,1510086,175.599,18,1.334,77,12,5,5,2,5
4,18,22,24,19,25,14,2,1,17,5,11,8,7,6,21.474.290,0,0,BA,MS,581,20398,252038,1395487,435.993,67,1.608,4,12,5,5,2,5
8,15,6,12,9,5,1,4,13,23,10,24,2,7,11,21.348.161,25,2,BA,BA,676,74528,268720,1473755,561.489,23,1.525,60,12,5,5,2,5
4,8,22,25,1,13,24,20,14,21,11,12,5,10,16,20.160.378,75,SARANDI,BA,AM,376,18523,223535,1287269,1.055.224,81,2.405,53,12,5,5,2,5
20,22,1,25,15,4,12,23,3,21,9,19,13,17,24,22.119.227,50,0,BA,DF,909,29982,357321,1747870,261.793,80,1.057,96,12,5,5,2,5
20,1,6,12,3,24,16,4,13,19,7,10,22,25,23,22.223.860,0,6,BA,MG,791,21521,257178,1439934,283.465,87,1.228,68,12,5,5,2,5
18,19,13,20,23,1,6,3,24,15,12,25,4,2,9,21.234.040,0,GUARABIRA,BA,ES,872,29302,331938,1627018,531.410,14,1.119,33,12,5,5,2,5
21,23,7,1,4,14,3,19,2,24,9,12,22,16,11,20.358.328,75,S?O RAFAEL,CE,BA,679,26413,271125,1403679,615.207,40,1.164,92,12,5,5,2,5
11,23,13,8,17,7,4,24,2,3,12,5,15,22,6,21.766.087,50,Aracaju,CE,GO,608,23905,326171,1736438,324.427,21,1.143,43,12,5,5,2,5
3,15,24,12,20,1,10,14,25,13,9,2,18,19,11,21.477.247,50,FRANCISCO MORATO,ES,RJ,1000,27745,289566,1507969,146.605,53,1.166,86,12,5,5,2,5
22,1,20,6,7,17,9,8,23,3,18,11,19,13,2,21.368.970,0,S?O PAULO,ES,PE,702,26133,336843,1620986,546.038,69,1.428,67,12,5,5,2,5
4,22,17,12,10,11,24,23,18,2,6,19,1,7,21,22.076.208,75,6,GO,BA,618,21487,290590,1508173,295.805,8,1.435,95,12,5,5,2,5
6,14,17,7,1,4,2,11,9,22,19,3,10,16,21,22.671.825,0,LOANDA,GO,PE,611,25967,282885,1440512,2.273.428,27,1.594,65,12,5,5,2,5
3,16,15,11,10,6,21,8,14,1,9,24,19,18,20,21.392.377,50,RIO DE JANEIRO,GO,SP,501,20072,241026,1360830,1.116.865,64,1.910,81,12,5,5,2,5
24,22,13,3,5,21,17,18,19,20,4,11,2,25,14,22.131.338,75,SANTA MARIA,MG,CE,351,14624,226964,1483823,2.310.275,10,2.820,85,12,5,5,2,5
5,20,15,4,9,7,22,13,24,16,11,21,1,10,14,21.699.778,75,DIADEMA,MG,DF,700,23639,285765,1425029,522.483,41,1.279,56,12,5,5,2,2.356.429
3,7,24,19,8,1,11,23,22,14,16,15,2,25,18,21.635.683,75,FERRAZ DE VASCONCELOS,MG,BA,677,27928,263866,1462000,411.640,34,1.302,94,12,5,5,2,5
4,6,12,22,7,21,20,9,15,3,14,24,10,18,2,21.304.380,0,3,MS,BA,1010,28719,306730,1469014,233.535,96,1.132,52,12,5,5,2,5
22,18,3,8,4,21,19,6,2,25,23,10,9,16,15,20.293.353,75,RIO CASCA,MS,ES,394,16570,225670,1295966,2.135.209,4,2.322,56,12,5,5,5,5
10,21,25,1,22,18,13,2,16,6,7,14,8,19,9,21.526.365,0,SABAR?,PE,MG,397,15486,216236,1356770,0,2.543,83,12,5,5,2,2,5
17,4,20,21,16,10,19,13,12,3,22,23,25,14,8,23.847.843,75,3,PI,SE,597,22320,292350,1622356,1.553.302,57,1.653,61,12,5,5,2,5
4,14,25,8,23,5,13,3,1,10,2,7,20,6,9,21.805.083,75,S?O PAULO,PR,PB,1681,23468,284761,1370498,218.295,49,795,6,12,5,5,2,5
8,24,15,23,2,18,11,21,25,20,17,14,22,5,10,22.158.733,75,S?O PAULO,RJ,AC,746,23555,287923,1552624,337.975,15,1.164,99,12,5,5,2,5
15,17,8,16,11,24,14,22,5,23,2,13,6,3,10,22.458.780,0,5,RN,GO,2945,34500,300420,1537665,335.539,66,418,53,12,5,5,2,5
15,21,22,20,12,9,6,14,11,25,7,8,16,3,4,22.415.418,75,BELFORD ROXO,RN,DF,337,14407,202239,1261091,1.353.150,73,3.441,67,12,5,5,2,5
22,18,21,16,8,1,25,12,19,24,3,13,6,2,4,21.486.536,25,ATIBAIA,RS,CE,627,23978,281830,1531310,480.327,17,1.313,27,12,5,5,2,5
25,8,11,20,16,7,3,24,17,12,21,15,14,4,6,21.335.996,25,CAPIVARI,SC,SP,633,37271,213418,1187296,798.815,2,1.622,51,12,5,5,2,5
1,19,14,6,2,16,21,3,24,5,11,25,4,9,22,20.461.398,75,JUNDIA?,SC,BA,631,18587,253601,1327971,410.292,82,1.393,34,12,5,5,2,5
6,8,20,12,11,7,14,18,3,1,22,15,16,19,23,21.122.971,25,2,SE,MG,502,18752,258408,1406084,521.421,25,1.780,61,12,5,5,2,5
19,3,17,14,20,25,21,6,4,18,15,12,24,2,22,20.988.121,25,S?O VICENTE,SP,MG,409,22037,276241,1509467,933.071,51,1.955,44,12,5,5,2,5
2,12,18,21,6,4,1,24,10,22,16,5,15,7,13,20.930.593,75,6,SP,BA,717,22688,255396,1405971,405.520,4,1.211,96,12,5,5,2,5
9,4,20,18,17,16,8,15,22,21,23,12,1,25,14,11.158.976,25,IMPERATRIZ,SP,PE,270,9425,125060,726687,1.070.276,11,1.219,69,12,5,5,2,5
